"protein_group","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","differential_abundance_pvalue_Cu.complex_vs_DMSO","differential_abundance_qvalue_Cu.complex_vs_DMSO","log_ratios_Cu.complex_vs_DMSO","differential_abundance_pvalue_Cu.complex_vs_Mn.complex","differential_abundance_qvalue_Cu.complex_vs_Mn.complex","log_ratios_Cu.complex_vs_Mn.complex","differential_abundance_pvalue_DMSO_vs_Mn.complex","differential_abundance_qvalue_DMSO_vs_Mn.complex","log_ratios_DMSO_vs_Mn.complex"
"sp|P14923|PLAK_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-19.0495796126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15121|ALDR_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.9486354474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15144|AMPN_HUMAN",-17.9698957399,-17.5232361769,-19.0557523349,-17.7263969229,-17.1069465862,NA,NA,NA,NA,NA,NA,NA,NA,-18.9169846128,NA,NA,NA,NA,7,6,5,6,6,6,NA,NA,NA,NA,3,1,2,4,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15170|ERF3A_HUMAN",NA,NA,NA,NA,NA,NA,-18.4333352419,-18.4215287286,NA,-18.4104366576,NA,NA,NA,-17.4079173333,NA,NA,NA,NA,2,NA,2,NA,NA,1,5,3,3,4,3,3,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15259|PGAM2_HUMAN",-16.9864518396,NA,NA,-16.7865270405,-16.7054521808,-15.8298194563,-18.1109240739,NA,-16.3734201553,-16.5779402143,NA,-17.3443383203,-16.7939292617,NA,-16.7139750757,-16.1067726332,-16.7920746855,-17.2399414256,2,2,3,2,2,2,3,4,3,4,2,2,3,3,2,3,3,3,0.190888704318937,0.295454545454545,0.524593061650002,0.545998355263158,0.714912280701754,0.152275987040003,0.364149572649573,0.4765625,-0.372317074609999
"sp|P15586|GNS_HUMAN",NA,NA,NA,NA,-17.7225784151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.1517228241,2,1,1,2,2,2,2,1,1,2,2,2,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15848|ARSB_HUMAN",NA,NA,NA,NA,NA,-18.0069194066,NA,NA,NA,NA,NA,NA,NA,-18.0295664512,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15880|RS2_HUMAN",NA,NA,NA,NA,NA,NA,-17.7684269753,NA,NA,-18.113641607,NA,-18.1552889297,NA,NA,NA,NA,NA,NA,3,1,3,2,1,2,5,4,4,4,7,4,1,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P15924|DESP_HUMAN",NA,NA,-20.8469028964,NA,NA,NA,NA,NA,NA,-21.1133126274,-19.9926558877,-21.0766926793,NA,-20.7481671757,NA,NA,NA,NA,5,NA,6,NA,NA,NA,6,4,7,4,7,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P16112|PGCA_HUMAN",NA,NA,NA,NA,-20.795891759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P16152|CBR1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.1052021688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P16278|BGAL_HUMAN",NA,-18.0579446837,-18.5752609061,NA,-17.3492599774,NA,NA,NA,NA,NA,NA,NA,NA,-18.4436188321,NA,-18.9354302922,NA,NA,1,2,2,4,3,3,NA,NA,NA,NA,NA,NA,3,4,1,3,3,2,NA,NA,NA,0.100328947368421,0.439393939393939,0.695369373083331,NA,NA,NA
"sp|P16435|NCPR_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.7226501312,NA,NA,NA,NA,NA,NA,NA,5,4,6,3,3,3,4,4,3,3,5,3,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P16615|AT2A2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.0210827669,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P17174|AATC_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.3720938442,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,2,2,3,2,3,4,3,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P17301|ITA2_HUMAN",-19.2142309218,-18.9288739851,-19.5118600246,-18.9492815329,-17.8348792277,-18.1276410948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.3598400836,2,4,2,5,3,3,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P17612|KAPCA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.8962396959,NA,NA,-18.0910626667,-17.4614204582,-17.5626740974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129344729344729,0.0283018867924528,-0.481603903500002
"sp|P17812|PYRG1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-18.5877799704,NA,-18.4989754633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P17844|DDX5_HUMAN",-18.4603920675,NA,-17.6196993454,NA,NA,NA,-18.822419361,NA,-17.9551568665,-17.8639956678,NA,NA,-18.4996406896,NA,NA,NA,-18.6059249547,NA,4,NA,6,NA,NA,4,7,5,8,7,7,4,5,3,3,3,3,3,0.62415780730897,0.729411764705882,0.173811591983334,0.163228618421053,0.490740740740741,0.512737115699998,0.394280626780627,0.511450381679389,0.338925523716664
"sp|P17858|PFKAL_HUMAN",NA,NA,NA,-20.2675779018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P17931|LEG3_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.9185193903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P17980|PRS6A_HUMAN",NA,NA,-18.1078498077,-17.7484457799,-17.5630811181,-17.7320888558,NA,-17.8058486695,-18.2300799772,-18.2529008916,-17.7537977099,-18.2756713265,-17.7841020923,NA,-16.6607995497,-17.9172427487,-17.8340522271,-17.8442314445,1,NA,3,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,0.347456810631229,0.466666666666667,0.275793324564997,0.478475328947368,0.685990338164251,-0.179780777915003,0.129925925925926,0.197969543147208,-0.45557410248
"sp|P17987|TCPA_HUMAN",NA,-18.1044296224,NA,NA,-17.973293584,NA,-18.8011103031,-17.6774766146,-18.9211162338,-17.0204976926,-18.4446021039,-18.3547872291,-17.8659580042,NA,-17.7851880572,-17.0111166802,-17.8855660017,-17.8050054956,6,5,6,6,6,6,7,10,7,8,6,7,6,6,7,6,7,7,0.645840531561462,0.743295019157088,0.164403426316664,0.183164473684211,0.490740740740741,-0.368294755420003,0.179119658119658,0.25462962962963,-0.532698181736666
"sp|P18031|PTN1_HUMAN",-17.8109960038,NA,NA,NA,NA,NA,NA,NA,-18.2908463049,NA,-18.1859796571,NA,-17.9415567401,NA,-17.7378043843,NA,NA,-17.7823563879,1,NA,1,NA,NA,1,NA,1,1,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.0109116809116809,0.0222222222222222,-0.4178404769
"sp|P18085|ARF4_HUMAN",-16.570205341,NA,NA,-16.3707968322,NA,NA,NA,-16.8538264197,-16.9607140231,NA,NA,NA,NA,-16.454168134,NA,NA,NA,NA,2,1,3,1,1,1,3,1,2,2,2,2,2,2,3,2,3,2,0.147234219269103,0.245283018867925,0.436769134799995,NA,NA,NA,NA,NA,NA
"sp|P18124|RL7_HUMAN",NA,NA,NA,NA,NA,NA,-17.4167709394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,2,2,8,8,5,8,7,6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P18206|VINC_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.5222114099,NA,NA,NA,-19.2497943593,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,4,2,2,3,3,3,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P18621|RL17_HUMAN",NA,NA,NA,NA,NA,NA,-16.7370630202,NA,-17.2750751789,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,1,2,3,2,3,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P19338|NUCL_HUMAN",-18.8389498043,-17.494051459,-18.7342431645,NA,-17.4172572859,-18.2536845978,-17.9939671983,-17.8992099164,NA,-18.869394887,NA,-18.1947041238,-18.6345132619,NA,-18.6847046515,NA,NA,NA,5,5,5,5,5,5,7,8,8,7,8,7,6,7,7,5,7,7,0.755162790697674,0.819148936170213,0.0916817690749987,0.206123355263158,0.508620689655172,0.511971694399996,0.232554131054131,0.321739130434783,0.420289925324997
"sp|P19404|NDUV2_HUMAN",-17.0098284324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,2,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P19525|E2AK2_HUMAN",-18.0643337982,NA,-18.1849415106,NA,NA,NA,NA,NA,NA,-17.5388027091,-18.4271235585,-18.5915986304,NA,NA,NA,-18.1714497454,-18.3662295778,NA,2,NA,1,NA,1,1,1,1,2,2,2,2,1,1,1,2,2,NA,0.820705980066445,0.851724137931035,0.0612039782666649,0.383154605263158,0.614130434782609,0.144202007199997,0.794816239316239,0.840361445783133,0.0829980289333321
"sp|P19784|CSK22_HUMAN",NA,NA,NA,NA,NA,NA,NA,-18.2665249206,NA,NA,NA,NA,-17.3046399727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P19823|ITIH2_HUMAN",-18.3440267626,-18.5564801116,NA,-17.1483873273,-19.2486917429,-17.7636672298,-18.4450952838,-19.4264472964,NA,-19.4592927602,-18.265441211,-19.4762917345,NA,NA,NA,-18.8069607747,NA,NA,4,4,4,3,3,3,2,3,1,3,2,2,1,1,1,2,1,1,0.058093023255814,0.157894736842105,0.80226302234,NA,NA,NA,NA,NA,NA
"sp|P20042|IF2B_HUMAN",-17.4099967645,NA,NA,NA,NA,NA,NA,-17.5421312397,-17.8149103497,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P20073|ANXA7_HUMAN",NA,NA,NA,NA,NA,-18.1402930036,NA,NA,NA,NA,NA,NA,NA,-18.0551303789,NA,NA,-18.099142924,NA,1,1,2,2,1,3,NA,1,1,1,2,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P20339|RAB5A_HUMAN",NA,NA,NA,NA,NA,NA,-17.1550610801,-17.3325751981,-17.0329428854,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,3,3,2,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P20340|RAB6A_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.4733977183,NA,NA,NA,NA,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P20591|MX1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.0136132115,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P20674|COX5A_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.4700398419,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P20700|LMNB1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3909192797,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,NA,NA,1,2,4,2,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P21333|FLNA_HUMAN",-19.6181549107,NA,-18.5793606192,NA,NA,-19.8260865583,-20.8221930553,-19.2926498883,-20.8533904784,-19.6140476483,-19.8421943676,-19.1597542062,-18.45929246,-19.4679091318,-19.4915757153,-18.8090495248,-19.5387588179,-18.7168670534,16,1,16,1,2,7,17,15,16,17,16,18,11,10,12,12,14,16,0.159031561461794,0.254545454545455,0.58950424461667,0.404101973684211,0.62962962962963,-0.26062524553333,0.0587207977207977,0.09375,-0.85012949015
"sp|P21549|SPYA_HUMAN",NA,-17.2348292811,NA,-17.3635591398,-17.1439952352,-17.6088077391,NA,NA,NA,NA,NA,NA,-17.5518592328,NA,-17.5428903186,NA,-17.6235557371,-17.6151269668,1,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,0.155707236842105,0.489130434782609,0.245560215024998,NA,NA,NA
"sp|P21796|VDAC1_HUMAN",NA,NA,-17.2340611158,NA,NA,-17.8205412052,NA,NA,NA,-17.6375944516,NA,NA,NA,-15.9452784484,-16.0754186321,NA,NA,NA,7,7,7,7,7,7,2,2,7,6,7,7,7,7,7,7,7,7,NA,NA,NA,0.00375822368421053,0.222222222222222,-1.51695262025,NA,NA,NA
"sp|P22090|RS4Y1_HUMAN",NA,NA,NA,NA,NA,NA,-17.061592887,-16.9824810799,NA,-16.9488034649,-16.919148407,-17.2429902032,NA,NA,NA,NA,NA,NA,1,2,1,0,2,2,1,3,1,4,5,4,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P22102|PUR2_HUMAN",-19.2610202023,NA,-19.3842066112,NA,NA,NA,NA,NA,NA,-19.5358722442,-19.6004834723,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,3,3,2,1,1,1,1,1,1,NA,1,1,0.356566445182724,0.47196261682243,0.245564451499998,NA,NA,NA,NA,NA,NA
"sp|P22234|PUR6_HUMAN",NA,-17.5087741285,NA,NA,NA,-17.6638499463,NA,-18.0172794851,-18.1093198045,NA,-17.9195429615,NA,-16.696223071,NA,NA,-17.5465479271,NA,-17.7222801172,3,2,2,2,1,3,8,8,7,6,6,7,6,5,7,3,6,3,0.145227574750831,0.245283018867925,0.429068712966668,0.422363486842105,0.647668393782383,-0.264628332299999,0.0750854700854701,0.123529411764706,-0.693697045266667
"sp|P22307|NLTP_HUMAN",-18.3316121096,NA,-18.0426081456,NA,-17.4919261499,-18.1221960943,-18.9359440369,NA,-18.7219719222,-17.4840253329,-18.2463933275,-18.3440281478,-18.1198651106,-16.9127180278,-16.9638844619,-17.8056436702,NA,-17.8252599383,3,2,2,2,2,3,6,6,3,5,3,3,3,4,3,1,3,3,0.307632890365448,0.423645320197044,0.349386928609999,0.127590460526316,0.463414634146341,-0.47161138309,0.0602094017094017,0.0987654320987654,-0.820998311699999
"sp|P22314|UBA1_HUMAN",-18.9050561964,NA,-18.907010955,NA,NA,-18.7997836877,-19.2805653008,NA,-19.2085915364,-19.28636045,-19.075889115,NA,-18.708214002,-18.6891589395,NA,NA,-18.845050549,-18.8441223059,3,NA,3,1,NA,3,4,5,4,4,3,2,3,3,3,3,3,3,0.216714285714286,0.322404371584699,0.342234654183333,0.449845394736842,0.661691542288557,-0.0989804972666661,0.00506695156695157,0.0142857142857143,-0.441215151449999
"sp|P22570|ADRO_HUMAN",NA,NA,NA,NA,NA,NA,-18.0253478972,-17.935356167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,2,3,8,6,4,3,5,4,2,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P22626|ROA2_HUMAN",-17.710249688,NA,NA,NA,NA,NA,-18.2733290538,-18.1184761084,-18.1802447688,NA,NA,-17.7137941846,NA,-17.5766698007,NA,-17.5540701358,NA,NA,2,1,2,2,2,3,2,5,2,5,5,4,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,0.0407507122507123,0.0666666666666667,-0.50609106065
"sp|P22695|QCR2_HUMAN",-17.5912202271,-17.5877502451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P23141|EST1_HUMAN",-17.189329549,-16.6711985483,-17.2761528147,-16.2635228,NA,-16.6213607705,NA,-18.6447604393,NA,NA,NA,NA,NA,NA,-18.1984294219,NA,NA,-17.167459846,7,8,8,10,10,9,5,3,7,5,2,3,6,5,7,6,8,9,NA,NA,NA,0.0330921052631579,0.391304347826087,0.87863173745,NA,NA,NA
"sp|P23142|FBLN1_HUMAN",NA,-18.2481022056,NA,NA,-17.9315752173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P23246|SFPQ_HUMAN",-16.681703376,NA,-17.2365894049,NA,-17.5736859538,-16.5148173922,-18.8993558164,NA,NA,-18.3896298708,-17.9508501917,-17.0790089483,-17.3292815701,NA,-17.0686030947,-17.6537364296,-17.7662976604,-17.8907418941,3,NA,4,2,3,3,5,3,2,3,3,6,3,3,5,3,4,4,0.0176744186046512,0.0869565217391304,1.078012175075,0.06721875,0.430769230769231,0.540033098054998,0.19545584045584,0.273972602739726,-0.537979077020001
"sp|P23284|PPIB_HUMAN",-15.659286976,-16.0823425695,-16.0186742919,-16.3768445941,-15.53238151,-15.4801083728,-15.7193136657,-16.9251522677,NA,-16.8730132122,-15.3457831442,-17.1825991762,-16.5481427931,-16.4530784078,-16.4435179807,-15.7393135168,-16.5441684569,-16.5994475684,7,7,6,9,6,7,7,6,7,5,7,7,6,8,7,5,7,7,0.145398671096346,0.245283018867925,0.550899240816667,0.0385509868421053,0.392857142857143,0.529671734899997,0.897690883190883,0.907780979827089,-0.02122750591667
"sp|P23378|GCSP_HUMAN",NA,NA,NA,NA,NA,NA,-18.5138541743,-18.3830500366,NA,-18.7630267716,-19.3072704868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P23396|RS3_HUMAN",-15.8370434618,-16.6247861514,-15.934554111,-16.7130396316,NA,-16.8914301645,-16.227273033,-16.1549792883,-16.257340168,-17.299844981,-16.0557126552,-16.2621073751,-16.8935008219,-16.88268833,-15.8100918974,-16.9551972963,-15.9504669721,-16.8013005651,5,3,6,3,4,6,7,7,8,9,8,8,3,4,5,4,4,3,0.893676079734219,0.911864406779661,-0.0239611206266659,0.553266447368421,0.718614718614719,0.14870360974,0.523156695156695,0.626297577854671,0.172664730366666
"sp|P23434|GCSH_HUMAN",NA,NA,NA,NA,NA,-16.3611171319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P23526|SAHH_HUMAN",NA,NA,-17.6254508201,NA,-17.1454756809,-17.2931664567,-17.0532860033,-17.6474495314,-17.8387089938,-17.843873453,-17.5989331719,-17.1570181052,-16.6138659512,-17.246394062,-16.5289439159,-17.3023110966,-16.7147684437,-16.6882478252,3,2,2,2,2,2,4,6,3,4,3,3,3,4,4,3,4,4,0.564284053156146,0.676,0.168513890533333,0.0561414473684211,0.430769230769231,-0.505609103466668,0.0222649572649573,0.04,-0.674122994000001
"sp|P23528|COF1_HUMAN",NA,NA,NA,NA,NA,-16.1340936583,NA,NA,NA,NA,NA,-16.8283617775,NA,NA,NA,-16.3660846251,NA,-16.2283269036,1,NA,2,1,NA,1,2,2,3,2,2,2,2,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P23919|KTHY_HUMAN",NA,NA,NA,NA,NA,NA,-16.6776604392,-16.5199445046,-16.779902397,-15.9143064891,-16.4590951697,-16.7332049272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P24390|ERD21_HUMAN",-16.4946907748,-16.1839050706,-16.6794181482,-16.2436579266,-16.2285546679,-16.5926056351,-17.0838738209,-17.0127920064,NA,-17.0366551986,-16.9017642973,-17.0996218886,-16.4641680797,-16.5071600784,-16.5415429665,NA,-16.5848897566,-16.5584210969,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.048546511627907,0.137931034482759,0.623136071826668,0.4096875,0.636842105263158,0.127431025086665,0.00130911680911681,0,-0.495705046740003
"sp|P24539|AT5F1_HUMAN",-16.9571110857,-15.5481073586,-16.0149017178,-15.080674683,-16.5304604877,-15.2908833602,NA,-17.5502014029,-17.4231391387,-17.4895955052,-17.3001958547,-17.4394080746,-16.8085474463,-16.9040552535,-15.8563709408,-16.9797215282,-16.0148276879,-15.8714339904,3,4,3,4,4,4,NA,2,3,2,1,2,3,3,3,2,4,3,0.00133222591362126,0,1.53681821305333,0.140019736842105,0.476190476190476,0.502136359016665,0.0149529914529915,0.0283018867924528,-1.03468185403667
"sp|P24666|PPAC_HUMAN",-16.3715181082,NA,NA,NA,NA,NA,NA,-15.6832576057,-16.6816706832,-15.6930847027,-16.7545034696,-16.9194712513,-16.2444941208,NA,NA,NA,NA,NA,2,1,3,1,2,2,3,3,3,3,3,3,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P24752|THIL_HUMAN",NA,NA,NA,NA,-17.1918307498,NA,NA,NA,NA,NA,-18.4385350454,-18.6343238543,NA,NA,NA,NA,NA,NA,2,1,2,2,3,1,4,4,3,3,5,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P25205|MCM3_HUMAN",NA,NA,-18.9007405946,NA,NA,NA,NA,-19.3667981258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,5,4,2,3,2,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P25398|RS12_HUMAN",NA,NA,NA,NA,NA,NA,-16.5850221815,NA,-16.5015971586,-16.5339031069,-16.4087758422,-16.6514186316,-16.2540155665,NA,NA,-16.1755488817,NA,NA,4,2,3,2,2,3,4,3,4,3,3,3,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,0.0119700854700855,0.0283018867924528,-0.32136116006
"sp|P25685|DNJB1_HUMAN",NA,NA,NA,NA,NA,-18.4924580399,NA,-18.5479611492,NA,-18.6615481171,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,1,2,1,1,NA,NA,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P25705|ATPA_HUMAN",-16.0350506912,-16.5321156845,-16.1920625095,-16.0283289482,-15.9657875193,-17.6718713969,-17.5300599983,-18.3609151451,-17.5453902834,NA,-17.3877398996,-18.7789797152,-17.785192492,-16.3587733163,-16.8872158936,-16.9204307914,-16.3382350087,-15.6023800578,8,12,7,13,10,13,7,7,7,6,8,6,8,9,9,8,9,8,0.00180232558139535,0,1.51641421672,0.445225328947368,0.661616161616162,0.2445018017,0.030468660968661,0.0507246376811594,-1.27191241502
"sp|P25786|PSA1_HUMAN",NA,NA,NA,NA,NA,NA,-16.8800397168,-17.8682744511,NA,-16.6899568346,-16.7954774197,-16.8634099701,NA,NA,NA,NA,-17.6564133574,NA,NA,1,1,1,1,NA,5,6,7,5,6,4,NA,3,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P25789|PSA4_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.3109273912,NA,NA,-16.9427476211,-16.9489991381,-16.9911237107,NA,-16.9701786344,1,1,1,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P26196|DDX6_HUMAN",NA,NA,NA,NA,NA,NA,-18.5998203756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P26368|U2AF2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.5793227878,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,1,1,1,2,2,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
