"protein_group","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","differential_abundance_pvalue_Cu.complex_vs_DMSO","differential_abundance_qvalue_Cu.complex_vs_DMSO","log_ratios_Cu.complex_vs_DMSO","differential_abundance_pvalue_Cu.complex_vs_Mn.complex","differential_abundance_qvalue_Cu.complex_vs_Mn.complex","log_ratios_Cu.complex_vs_Mn.complex","differential_abundance_pvalue_DMSO_vs_Mn.complex","differential_abundance_qvalue_DMSO_vs_Mn.complex","log_ratios_DMSO_vs_Mn.complex"
"sp|Q92598|HS105_HUMAN",NA,NA,-19.1908148094,NA,NA,NA,-19.0661123034,-19.5194062758,-18.2582166981,NA,NA,NA,-19.021588303,NA,NA,NA,-19.1108621627,NA,1,NA,1,NA,NA,NA,5,6,5,4,3,4,2,1,3,1,3,3,NA,NA,NA,NA,NA,NA,0.757893162393162,0.822085889570552,0.11831347375
"sp|Q92600|CNOT9_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.8040504395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92616|GCN1_HUMAN",NA,NA,NA,NA,NA,NA,-20.0473495504,-21.2790369854,NA,-21.0144090389,-21.0285886564,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,7,8,6,7,5,5,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92620|PRP16_HUMAN",NA,NA,NA,NA,NA,NA,-19.9337135566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92643|GPI8_HUMAN",NA,NA,NA,-17.2728459806,NA,NA,NA,NA,NA,NA,NA,NA,-17.4600456185,-17.412855117,-17.6431743093,-17.492012705,NA,-17.5421384817,1,1,1,2,1,1,NA,NA,NA,NA,1,NA,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92688|AN32B_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.2792230935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92797|SYMPK_HUMAN",NA,NA,NA,NA,NA,NA,NA,-19.870247118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92820|GGH_HUMAN",-16.4759103421,NA,-17.3132948535,NA,-16.8713605104,NA,NA,NA,-17.7641742072,NA,NA,NA,-17.1030056649,-17.0388931084,-17.0892116782,NA,-17.2466124295,NA,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,NA,NA,NA,0.297217105263158,0.571428571428571,0.232575484916669,NA,NA,NA
"sp|Q92841|DDX17_HUMAN",NA,NA,NA,NA,NA,NA,NA,-19.1491842188,NA,NA,-19.0519438815,-19.0871089215,-18.7236818,NA,NA,NA,NA,NA,3,NA,5,NA,NA,1,5,7,5,3,3,8,3,3,3,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92882|OSTF1_HUMAN",NA,NA,NA,NA,NA,NA,-17.3242276166,NA,-17.2904659042,-17.2546107785,NA,-17.4273904163,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92890|UFD1_HUMAN",NA,NA,NA,NA,NA,NA,-17.5972289872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q92896|GSLG1_HUMAN",-19.3131314429,-18.839158026,-19.2036115067,-18.6858686515,-18.8465069147,-19.0007309381,-18.7170130015,NA,-19.5669414285,-19.5669158945,-19.4220171867,-18.7263514348,NA,NA,-19.2502567343,-19.2254168881,-19.2681269694,-19.1336344856,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,0.465167774086379,0.591304347826087,0.218346542549998,0.191523026315789,0.504424778761062,0.237857522699997,0.878478632478632,0.898255813953488,0.0195109801499989
"sp|Q92900|RENT1_HUMAN",NA,NA,-18.3516508717,NA,NA,NA,-18.945527073,-19.9811996547,-19.725677549,-19.6546582779,NA,-18.73974692,-19.2238679532,NA,NA,-19.3827121377,-18.2998752759,NA,3,NA,5,NA,NA,NA,7,5,6,5,4,4,3,1,NA,2,3,3,NA,NA,NA,NA,NA,NA,0.296292022792023,0.402489626556017,-0.440543439319999
"sp|Q92945|FUBP2_HUMAN",-18.3422999844,-18.2315382958,-18.43951957,-18.1562518386,NA,-18.3004305674,-18.6849210006,-18.7660036506,-18.7171425736,-18.707210236,NA,-18.7659650699,-18.2518706494,-18.1584262206,-18.1897661844,-18.2075984802,-18.2481007122,-18.3264334691,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,0.125581395348837,0.229166666666667,0.434240454899999,0.589625,0.733333333333333,-0.0636420985899981,0.000182336182336182,0,-0.497882553489998
"sp|Q92973|TNPO1_HUMAN",-17.8506526368,NA,NA,NA,NA,NA,-18.2754458608,-19.0266105048,-19.1760961544,NA,-18.9593978311,NA,-18.63785257,-18.5968264847,-18.6642356902,NA,NA,-18.6921706538,4,NA,4,NA,NA,NA,4,3,3,3,3,3,2,3,3,3,3,1,NA,NA,NA,NA,NA,NA,0.31035754985755,0.414634146341463,-0.2116162381
"sp|Q93009|UBP7_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-19.8152296759,NA,-19.6483487324,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,1,5,5,7,5,5,6,3,1,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q93063|EXT2_HUMAN",NA,NA,NA,NA,-19.4404628717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q969H8|MYDGF_HUMAN",-16.5479174664,-16.1086136429,NA,-15.2079086565,NA,NA,-17.0636740481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,2,2,1,NA,2,1,1,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q969V3|NCLN_HUMAN",-18.2501411878,NA,NA,-17.9115871279,NA,-18.0909083309,NA,NA,NA,NA,NA,NA,-18.0824737238,NA,-18.1495962596,-18.0530882383,-18.13569435,-18.1007510292,3,3,1,4,2,3,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,NA,NA,NA,0.828833881578947,0.8719723183391,0.0201085046466645,NA,NA,NA
"sp|Q969Z0|FAKD4_HUMAN",NA,NA,NA,NA,NA,NA,-19.241418339,NA,NA,NA,NA,-19.2099495274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96A26|F162A_HUMAN",NA,-15.7614331407,-16.277038399,-15.8366973417,-15.7039030677,-16.0496242546,NA,NA,NA,NA,NA,NA,-16.0312462739,-16.1588831891,NA,NA,-16.1307257654,NA,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,0.327057565789474,0.581818181818182,0.181212502059999,NA,NA,NA
"sp|Q96A33|CCD47_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6490704547,NA,-17.5760918212,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96AC1|FERM2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.0780580435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96AG4|LRC59_HUMAN",NA,-16.9240078025,NA,-16.8618321366,NA,-17.3342663233,-17.6487171785,NA,NA,NA,-17.5417940329,-17.6516205217,NA,-16.0974866605,NA,NA,-17.1739005802,-17.1653943099,2,1,2,1,1,3,3,2,3,2,4,4,3,3,3,3,3,2,0.0760166112956811,0.169642857142857,0.574008490233336,0.461958881578947,0.67487684729064,-0.22777490393333,0.0688205128205128,0.114457831325301,-0.801783394166666
"sp|Q96AY3|FKB10_HUMAN",-17.8531134827,-17.4495664432,-18.0349017226,-17.601583258,-17.4248888586,-17.6732453423,-18.4045231573,-18.2973569528,-18.314771676,-18.3244974839,-18.3755977871,-18.430094106,-17.7166138154,-17.815065573,-17.8072952365,-17.7859676673,-17.8438277126,-17.81062074,2,3,2,3,3,2,1,2,2,2,2,1,2,1,2,2,2,2,0.0331727574750831,0.117647058823529,0.684923675950003,0.423478618421053,0.647668393782383,0.123681939566669,9.25925925925926e-05,0,-0.561241736383334
"sp|Q96CN7|ISOC1_HUMAN",NA,-16.8617780262,NA,NA,NA,-17.1738040361,NA,NA,-17.6266220281,NA,NA,-17.7392860118,NA,-17.1381589494,-17.164286862,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0484302325581395,0.137931034482759,0.665162988800002,0.468447368421053,0.678048780487805,0.133431874550002,0.0030997150997151,0.0142857142857143,-0.53173111425
"sp|Q96CW1|AP2M1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.535187889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96DB5|RMD1_HUMAN",NA,NA,NA,-17.0661241866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96DT5|DYH11_HUMAN",NA,NA,NA,-21.2696076535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,NA,NA,1,NA,2,NA,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96DZ1|ERLEC_HUMAN",NA,NA,NA,NA,-17.8786040093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96EK6|GNA1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.0775889885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96FQ6|S10AG_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.8866386586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96FW1|OTUB1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.7137966442,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96GG9|DCNL1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.7729187302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96GQ7|DDX27_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1095112712,NA,NA,NA,-18.6301106732,NA,-18.7174589452,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,1,2,3,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96H79|ZCCHL_HUMAN",-17.5269732463,NA,NA,NA,NA,NA,-17.6148253096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96HE7|ERO1A_HUMAN",NA,-16.611455118,-17.677782225,-16.4848670092,NA,-16.0875571997,NA,NA,NA,-18.8077568421,NA,NA,-18.0219797562,-16.8596743474,-17.6189552655,-16.8420574797,-17.5507081623,NA,6,10,4,8,9,5,4,3,2,3,2,3,8,7,7,6,5,6,NA,NA,NA,0.0728174342105263,0.430769230769231,0.663259614245,NA,NA,NA
"sp|Q96HR9|REEP6_HUMAN",NA,-16.2663885022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,2,2,1,NA,2,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96HS1|PGAM5_HUMAN",-16.9415671008,NA,NA,NA,NA,-17.0363715384,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.1238473754,NA,NA,3,2,2,2,2,3,NA,NA,1,1,NA,NA,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96I25|SPF45_HUMAN",NA,NA,NA,NA,NA,NA,NA,-18.381534353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96I99|SUCB2_HUMAN",NA,NA,NA,NA,NA,NA,-18.346799749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96IU4|ABHEB_HUMAN",-16.8220368759,NA,NA,NA,NA,NA,-16.9088330397,NA,-17.2891054748,-17.0319355374,NA,-16.989281048,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96IX5|ATPMD_HUMAN",NA,NA,-15.0163069454,NA,NA,NA,NA,NA,-15.4187232841,NA,NA,NA,NA,NA,NA,NA,-14.8804920913,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96KR1|ZFR_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1402954626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96M96|FGD4_HUMAN",NA,NA,NA,NA,-18.6481619673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.5659599179,NA,2,1,NA,2,1,NA,NA,NA,NA,1,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96QD8|S38A2_HUMAN",NA,NA,-18.2547800446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96QK1|VPS35_HUMAN",NA,NA,-18.7384389257,NA,NA,NA,-18.1695479228,-19.0371785502,-19.1107423034,-18.1001734011,NA,-19.1737266394,-18.82930146,-18.6471340624,NA,-18.567770529,NA,-18.9511165146,6,NA,5,NA,NA,NA,5,5,4,5,4,6,2,4,2,4,5,2,NA,NA,NA,NA,NA,NA,0.862948717948718,0.885964912280702,0.0305568781199987
"sp|Q96RP9|EFGM_HUMAN",NA,NA,NA,NA,NA,NA,-19.2989119301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q96S55|WRIP1_HUMAN",NA,NA,NA,NA,NA,NA,-19.1151649123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99447|PCY2_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.8562395445,NA,NA,-17.9704612281,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99459|CDC5L_HUMAN",NA,NA,NA,NA,NA,NA,-19.228241055,NA,NA,NA,-19.1441443711,-19.3650253132,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99460|PSMD1_HUMAN",-17.9198254582,-18.4290353096,-17.9957675194,-17.6837631669,-17.4902685564,-17.8094811833,-18.3257566198,-19.1304411593,-18.3601492983,-19.3478958346,-19.1130239136,-18.3656312605,-18.6967566697,-17.806397981,-17.7769502461,NA,-18.8390265703,-18.7979708795,3,6,3,5,7,4,5,4,4,3,3,4,4,3,4,3,5,4,0.0184800664451827,0.0869565217391304,0.885792815383333,0.0797467105263158,0.430769230769231,0.495396937020001,0.232707977207977,0.321739130434783,-0.390395878363332
"sp|Q99519|NEUR1_HUMAN",-17.721335325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.4711551886,NA,NA,-17.8602296692,NA,NA,NA,3,1,2,2,2,2,3,1,2,3,2,3,1,1,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99523|SORT_HUMAN",-18.5795746808,-18.1625475741,NA,-18.2192798898,-18.1935405833,-18.4038460346,NA,NA,NA,NA,-18.9269185733,-19.1619169347,NA,NA,-18.4960354484,NA,-18.5956001337,-18.5580253805,2,2,1,2,2,1,NA,1,NA,NA,1,1,1,1,2,2,2,2,0.0304119601328904,0.112903225806452,0.732660001480003,0.171011513157895,0.490740740740741,0.238129235013336,0.00952421652421652,0.0222222222222222,-0.494530766466667
"sp|Q99536|VAT1_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.8970291379,-16.9983076291,-17.9800338746,NA,NA,-17.494237499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,3,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99623|PHB2_HUMAN",NA,NA,NA,NA,-16.9865931637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.4129951658,NA,4,4,4,4,4,3,2,2,3,3,2,3,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99624|S38A3_HUMAN",-18.102699808,-17.8160722943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99720|SGMR1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.2406527053,NA,NA,-17.2854845715,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99729|ROAA_HUMAN",NA,-17.6824780256,-18.0285971116,-17.6802583855,NA,-17.8689561998,-17.3575920418,-18.1940344204,-18.1779191266,-18.1857409621,-18.163991064,-17.3804546771,NA,-17.7633100182,-17.7786251814,NA,-17.8128670395,-17.8082382031,2,2,3,3,1,3,4,1,3,4,3,2,2,3,3,3,2,3,0.720229235880399,0.794117647058823,0.0948829513749985,0.811814144736842,0.8719723183391,-0.0243123200750013,0.553502849002849,0.647457627118644,-0.11919527145
"sp|Q99733|NP1L4_HUMAN",-18.2524523877,NA,NA,NA,NA,NA,NA,NA,-18.4566574898,-18.5259213533,NA,-18.6725085633,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,1,1,2,1,2,3,2,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99798|ACON_HUMAN",NA,NA,NA,NA,NA,NA,-19.1117392971,NA,-18.8700838562,-18.8665695368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99805|TM9S2_HUMAN",-18.6185240438,-17.579325847,-17.5322868459,-18.1424188731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,5,3,NA,NA,NA,NA,1,1,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99829|CPNE1_HUMAN",NA,NA,-17.4276187318,NA,NA,-18.4461784593,NA,NA,NA,NA,NA,NA,-17.3823871384,NA,NA,NA,NA,NA,2,1,3,2,1,2,NA,1,1,NA,1,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99832|TCPH_HUMAN",-17.3092458817,NA,-18.1795977293,NA,NA,NA,-17.7354671262,-16.9114012346,-18.5183436423,-18.6469875939,-17.3039086287,-18.6118349863,-16.8574028801,NA,-18.0165954285,-16.4095813936,NA,NA,5,4,6,3,4,4,9,10,8,9,8,9,5,5,6,6,5,6,0.584604651162791,0.69047619047619,0.2102353965,0.211220394736842,0.512605042016807,-0.649895238100001,0.157163817663818,0.233009708737864,-0.860130634600001
"sp|Q99873|ANM1_HUMAN",-17.3643752155,NA,-16.6412722243,NA,NA,-16.8117670589,-16.4705046088,-16.2295648842,-17.6404700953,-17.5307265815,-16.7671925269,-16.9175544225,-15.9123657595,-17.3702900234,-15.8529186353,-15.9410905826,-17.2598923439,NA,5,NA,6,1,NA,4,7,8,8,8,7,8,6,7,7,6,7,5,0.920262458471761,0.929530201342282,-0.013135979700003,0.228715460526316,0.52755905511811,-0.471826697293334,0.28045584045584,0.38655462184874,-0.458690717593331
"sp|Q9BQG0|MBB1A_HUMAN",-18.4154631228,NA,-18.5767789387,NA,NA,-19.4781587165,-19.9216813607,-19.7743120995,-18.8683778805,-18.8222190162,-18.7032919376,-18.8912590953,-17.7847739537,-18.3469587369,-17.8096272251,-19.3044080073,-18.3849940257,-17.8010482415,2,NA,3,NA,NA,4,2,3,3,2,3,3,4,4,3,4,3,3,0.338749169435216,0.456730769230769,0.340056638966669,0.11346875,0.463414634146341,-0.584831894299999,0.0366994301994302,0.0616438356164384,-0.924888533266667
"sp|Q9BQP7|MGME1_HUMAN",NA,-17.0290050406,NA,NA,NA,-17.2886926251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BRF8|CPPED_HUMAN",NA,NA,NA,NA,NA,-17.2980423552,-16.7984967441,-17.8260405045,NA,-17.8354415965,-17.8181429929,-16.8258415708,-16.3593668699,NA,-17.2405358764,NA,NA,-17.5848813647,2,NA,1,NA,NA,1,3,3,3,3,3,3,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,0.398739316239316,0.513307984790874,-0.359197978093334
"sp|Q9BRJ6|CG050_HUMAN",NA,NA,NA,NA,NA,NA,NA,-16.9792336383,-17.1304686788,NA,-16.9150048301,NA,-16.5675343548,-16.6943051261,NA,NA,-16.4973915341,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,0.00983618233618234,0.0222222222222222,-0.421825377399998
"sp|Q9BRK5|CAB45_HUMAN",-17.5592778215,-17.1590047982,-17.5475555321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BRS2|RIOK1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.7160003101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BRX8|PXL2A_HUMAN",-16.8125082392,-16.3096712965,-16.8154375567,-16.4596382686,-15.3899247586,-16.6625082042,NA,-17.0999888403,-17.1799447902,NA,-17.0132279418,-16.2441377286,NA,-16.5608181766,-16.6983372886,-16.6451538051,-16.6976325049,-16.6638821265,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0.184028239202658,0.28735632183908,0.476043437925,0.312595394736842,0.575,0.244883393039999,0.257143874643875,0.356223175965665,-0.231160044885002
"sp|Q9BS26|ERP44_HUMAN",NA,-17.2717722174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,1,1,2,1,NA,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BSE5|SPEB_HUMAN",NA,-17.2214843678,NA,NA,NA,NA,-18.2122131258,NA,NA,NA,NA,NA,-16.8705839977,NA,NA,NA,NA,NA,4,4,1,4,2,5,3,2,2,3,3,2,4,3,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
