"","protein_group","number_of_peptides_SARS.Covid19.Negative_1","number_of_peptides_SARS.Covid19.Negative_2","number_of_peptides_SARS.Covid19.Negative_3","number_of_peptides_SARS.Covid19.Negative_4","number_of_peptides_SARS.Covid19.Negative_5","number_of_peptides_SARS.Covid19.Negative_6","number_of_peptides_SARS.Covid19.Negative_7","number_of_peptides_SARS.Covid19.Negative_8","number_of_peptides_SARS.Covid19.Negative_9","number_of_peptides_SARS.Covid19.Negative_10","number_of_peptides_SARS.Covid19.Positive_1","number_of_peptides_SARS.Covid19.Positive_2","number_of_peptides_SARS.Covid19.Positive_3","number_of_peptides_SARS.Covid19.Positive_4","number_of_peptides_SARS.Covid19.Positive_5","number_of_peptides_SARS.Covid19.Positive_6","number_of_peptides_SARS.Covid19.Positive_7","number_of_peptides_SARS.Covid19.Positive_8","number_of_peptides_SARS.Covid19.Positive_9","number_of_peptides_SARS.Covid19.Positive_10","abundance_SARS.Covid19.Negative_1","abundance_SARS.Covid19.Positive_1","abundance_SARS.Covid19.Negative_2","abundance_SARS.Covid19.Positive_2","abundance_SARS.Covid19.Negative_3","abundance_SARS.Covid19.Positive_3","abundance_SARS.Covid19.Negative_4","abundance_SARS.Covid19.Positive_4","abundance_SARS.Covid19.Negative_5","abundance_SARS.Covid19.Positive_5","abundance_SARS.Covid19.Negative_6","abundance_SARS.Covid19.Positive_6","abundance_SARS.Covid19.Negative_7","abundance_SARS.Covid19.Positive_7","abundance_SARS.Covid19.Negative_8","abundance_SARS.Covid19.Positive_8","abundance_SARS.Covid19.Negative_9","abundance_SARS.Covid19.Positive_9","abundance_SARS.Covid19.Negative_10","abundance_SARS.Covid19.Positive_10","log_ratios_SARS.Covid19.Positive..vs.SARS.Covid19.Negative.","differential_abundance_qvalue_SARS.Covid19.Positive..vs.SARS.Covid19.Negative."
"853","sp|O95861|BPNT1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,19.7757684076313,20.4278582044476,20.0119582962518,19.6643489806544,20.868950440924,18.8625851477798,20.4434221528776,18.9027134125753,19.1372063071158,18.8210569086516,18.7947024057357,18.1976648735377,19.5764933518029,18.8210569086516,19.2306681178819,18.1976648735377,19.5847320347343,19.4063735838073,19.2541349097962,19.9330986302403,-0.544361490086821,0.225669351885843
"854","sp|E9PAV3|NACAM_HUMAN; sp|Q13765|NACA_HUMAN",NA,NA,1,2,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,18.7216906309166,19.3209163391237,18.4919544931258,19.4553622211619,20.4883970821436,19.034393136779,20.2852564464116,19.3674885956712,19.7153922941523,19.4071820460719,19.2493852012428,19.2716909843076,19.5532368345984,19.4071820460719,19.4461869959022,19.2716909843076,20.4412234933633,20.0348889455534,20.1517547181113,19.88074226978,-0.20929406211397,0.902707049048513
"855","sp|P62195|PRS8_HUMAN",1,NA,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2009249390388,18.6006651995057,19.318926698242,18.7708638806034,20.157801789389,16.5144178792728,20.0266755613232,17.0219538675035,19.213595808355,15.9993940535594,14.9987133814697,17.0620759756586,19.7844141997007,15.9993940535594,19.799297433802,17.0620759756586,19.2189931323749,18.51416480346,20.0648731494946,17.5908562290532,-1.86483541753553,4.77075888642481e-05
"856","sp|Q9NPJ3|ACO13_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,18.2262518206597,20.3075349212022,18.1437171712747,20.2504216030574,18.8874108540489,19.355362109322,19.7016650941662,19.1268602479549,18.9224502877653,19.4707030560785,18.164948652539,19.4758547440509,18.4659545822388,19.4707030560785,18.2799644469643,19.4758547440509,19.1529617391272,19.1306769099868,19.0003124517602,18.9249802841434,0.80433145753812,0.0115122972265829
"857","sp|P63172|DYLT1_HUMAN",NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,19.3696958475067,19.9350995689294,19.4711304100239,19.629667999178,21.2492486041144,18.6617696096686,20.6989097962382,19.2265793202468,18.685152363505,19.0119560857536,18.2936870401326,18.328445806975,19.0874418114632,19.0119560857536,18.6624315318126,18.328445806975,19.322371340278,19.5094067927371,18.748007717186,19.0626621448955,-0.2882087241148,0.855019762114745
"858","sp|Q92896|GSLG1_HUMAN",NA,NA,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,NA,1,NA,NA,18.2930155256076,18.9816533451566,18.5099262047957,18.6197601023188,19.2301535753513,18.1004496309212,19.1320413842662,18.0638509076452,17.6517499350677,18.4415216465619,17.2179187076256,18.6482274498796,18.9523088219869,18.4415216465619,18.6642387237053,18.6482274498796,19.246459676045,18.6214567481021,19.1148946999019,17.7949724577003,-0.1651065869626,0.758699877676664
"859","sp|P62854|RS26_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,1,2,1,2,17.7136747405227,22.0377620906714,17.2819486761307,21.7501712990717,20.6802581079278,20.50531002496,21.0438546809271,20.1325260870888,17.5385844638134,20.0292813217862,17.0598520443468,20.2732563564551,19.171966703829,20.0292813217862,19.0264891588698,20.2732563564551,19.7302122199207,20.1880974038963,19.6405591638716,20.079391354485,1.64109336564962,0.000374753303351822
"860","sp|Q9Y4L1|HYOU1_HUMAN",NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,1,1,1,NA,NA,18.4669992453016,19.8606913650011,18.2498686102149,20.2075184258629,19.8429035994618,18.6328581351714,19.0574922101377,18.2342285971071,NA,18.8025751172967,NA,18.6403590193642,18.69655053879,18.8025751172967,18.4157458938534,18.6403590193642,18.3770539982985,18.2697542143668,18.2060111145599,18.1526141215798,0.160275161913865,0.0208474654381266
"861","sp|P08571|CD14_HUMAN",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1011809401461,17.5232796926532,18.0823904546389,18.0241535489331,18.1867066948029,16.3476028572769,17.736408405884,16.4394702300618,16.9596693070731,16.9928249575069,16.8764500381125,16.7084905125869,19.3182123410641,16.9928249575069,19.4937433205534,16.7084905125869,18.6276832787751,17.2243560657665,18.9026340193037,17.0982009332281,-1.22253845322466,2.75235169946833e-05
"862","sp|Q9UKU7|ACAD8_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,2,NA,NA,NA,18.148845500687,18.7610313457739,17.950050234134,18.8221170233799,18.5702407007447,18.0426882040057,18.4052067938786,18.2471994383521,14.8216080824293,18.5547960848159,14.3452784092859,18.6553116791135,18.8248218534713,18.5547960848159,18.7300817011917,18.6553116791135,19.0082540469407,18.0446934223413,18.8061198608096,17.9361730480996,0.66636108262385,0.241283274682096
"863","sp|O95394|AGM1_HUMAN",NA,NA,2,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,19.612432307745,19.6608155800168,19.4514910898728,19.1045278854493,20.1540887665628,17.2834747374501,20.3079766308747,17.3031638292093,14.8769116193104,18.0010168982722,14.7817095861228,18.1368392551501,18.0266122682341,18.0010168982722,17.6701871448472,18.1368392551501,14.7962277433074,16.1076384268468,17.6251245559692,16.566559214159,0.0999130267129504,1
"864","sp|Q9UBC9|SPRR3_HUMAN",NA,NA,NA,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0258596700099,19.5396481252052,16.0733970465226,19.5553648581645,20.0547467225934,18.7948870032834,19.3795700553505,18.250055486786,20.1197032766222,18.0584780090215,19.6360579121852,17.5272992239954,18.6835782774434,18.0584780090215,18.2795179069721,17.5272992239954,19.5749728316192,18.4637770319152,19.4617810563673,18.5721145381975,-0.39417832461002,0.620650631737207
"865","sp|P01602|KV105_HUMAN",1,NA,1,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,16.6750059826222,17.9279615389932,16.6808767591577,17.0483035879713,17.2949696068837,16.0135802433869,20.6877553053661,16.8672783776843,21.1930685445629,16.8129189483637,20.7708980531452,16.6820332071743,18.348547970325,16.8129189483637,16.3644778768093,16.6820332071743,19.1538589101921,17.9369990851051,18.0290037509614,17.6511887177095,-1.47632468980993,0.0155876279355939
"866","sp|Q9UM54|MYO6_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17.2285524811875,17.3817652290058,16.8444553156448,18.2181386763754,17.0896777464441,17.2078986647921,16.9927268362948,17.1908279899304,16.3816801575035,17.2572419746068,15.9988125284541,17.3152006084391,14.1473941549366,17.2572419746068,15.9292808349721,17.3152006084391,19.3564005144878,18.6604245537594,19.2893717865027,18.7258115057025,0.72713994292294,2.75235169946833e-05
"867","sp|Q14165|MLEC_HUMAN",NA,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,2,1,2,1,NA,19.070688160201,19.9507214080363,18.30170436403,19.8086232072054,19.4453490982273,19.0472777090736,20.2314983592108,19.218820702193,18.6896680916048,18.172635822551,18.5283184243856,19.6530163738645,18.2046254926348,18.172635822551,19.4034912343544,19.6530163738645,18.7499922452509,19.3753788810181,19.8044022448463,18.6936612535637,0.13160498391752,0.527728806324342
"868","sp|P09669|COX6C_HUMAN",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,2,2,1,2,1,1,NA,21.6692937227824,22.0159667589512,21.3534477164231,21.8974245022136,21.6978469605865,21.2673574994416,21.2402521303308,20.8729461114967,19.1713683342193,21.7571194599599,13.2217275778264,21.1654741110289,21.1584563732588,21.7571194599599,20.9240799744895,21.1654741110289,20.2192014727928,20.6997641179601,19.7793518610495,20.375221365087,1.25388413733687,0.0720265997298151
"869","sp|Q8NFV4|ABHDB_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,2,2,2,NA,NA,19.0858575324224,19.1009933497757,18.7981626524943,18.7625412003274,19.4216283986326,18.1421563299228,18.8574513222865,18.4492075793735,16.6170192797744,19.4353915093632,17.7987053670566,18.6680050475151,17.4849794849996,19.4353915093632,18.2086128846461,18.6680050475151,18.373548216675,17.5000652979122,18.432146543735,17.1676833342823,0.2251328522628,0.506664414587938
"870","sp|P09455|RET1_HUMAN",NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,19.2076968585144,19.2049194542132,18.9879504114733,19.1029385939896,19.8202311711418,19.0273865060623,19.7042978713384,19.2010123165963,16.5226262776454,18.0317471261074,16.1546387497123,18.0296710928357,19.0438838698078,18.0317471261074,18.6555479825105,18.0296710928357,19.7006035421584,18.9570761882065,19.7337213447337,18.548650725739,-0.13663778563429,0.631311925968554
"871","sp|Q9UMS4|PRP19_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,18.6848275704267,18.8767602129755,18.3466402023639,18.5404692333973,19.145740783842,17.4534179862844,18.8087295306719,17.5126502761154,16.6250111530234,17.6290353877138,16.9814069586816,17.2391377314834,18.4279586775247,17.6290353877138,18.441264168064,17.2391377314834,18.8503902029662,18.517070652489,19.46487897772,18.210242694679,-0.49298909309494,0.0848906834353284
"872","sp|Q9UHQ9|NB5R1_HUMAN",NA,NA,NA,1,1,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,2,18.3020018302077,19.9251664924764,17.4446022695015,19.3101861712825,20.2839039396801,17.7526394329001,20.4512563966105,18.8068854804664,18.4739816342271,18.4717881983256,18.871512922739,18.2558496381709,18.645076117775,18.4717881983256,17.2646393262856,18.2558496381709,20.5281148518042,19.5662698523231,20.2263410413235,19.4597272734218,-0.221527995429091,0.963940111061646
"873","sp|P49788|TIG1_HUMAN",NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3318236592384,19.9729426359664,18.897632778915,20.0584652989505,18.3857940819416,18.1264730347208,18.0615340520581,18.2766120232278,18.4355718291236,18.7867361585681,17.9536941384017,18.882706746132,20.6960312921015,18.7867361585681,19.903582714105,18.882706746132,18.8829347957155,18.8550030271347,18.9918845667979,18.4427010506315,0.0530598971633601,0.764222714875835
"874","sp|Q9BUR5|MIC26_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,2,1,NA,NA,18.9578256908234,18.5563425552372,18.6024623709282,19.1032468221753,19.6085000783489,18.3541616389787,19.0533941460186,18.4700282641018,17.7907880709301,18.5329893549688,17.5595578343607,18.3600856799514,18.148955497691,18.5329893549688,17.743054988519,18.3600856799514,18.3107190096607,18.2436448358575,18.9263633241527,17.7050781094463,-0.0482968715796098,0.548121358247941
"875","sp|Q9Y5B8|NDK7_HUMAN",NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9907623723615,18.5196623956188,18.8706212457359,18.1084138859417,18.8911428904269,16.7696951731642,16.3361367381269,16.7910322350827,19.3872116847045,15.5493671499175,18.9478616281961,17.0455973575919,16.4701041902328,15.5493671499175,16.275079090797,17.0455973575919,17.8911433652084,17.5833415230175,17.6698912049611,17.3089917680926,-0.94588884148148,0.00986705019354385
"876","sp|O95197|RTN3_HUMAN",NA,NA,2,1,NA,NA,1,NA,NA,NA,2,NA,1,1,1,NA,1,NA,NA,NA,20.7146737793443,20.4425466871918,20.5482696113497,20.4897725176431,21.5866592006913,19.5155571723168,20.9393508985626,19.5891095807641,20.0756013866831,18.0809230532944,19.8826631974259,20.0396379826933,20.118654073185,18.0809230532944,19.8686854271345,20.0396379826933,20.2330385714946,20.3192304052445,20.062423178515,20.1964664544841,-0.72362144347662,0.162044699030896
"877","sp|Q99584|S10AD_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,19.1538733051134,19.6946782978675,18.393363725103,20.4656730135724,18.4581786507565,19.5080237201374,16.8607478861561,19.0659482428151,14.6925811773484,19.1865641892175,14.1780757962619,18.5578685651013,18.2463578884611,19.1865641892175,17.4630386463384,18.5578685651013,16.2971313980961,20.2845235225063,17.8218072343132,19.8864999121663,2.28290565097545,1.11427864948602e-05
"878","sp|O60888|CUTA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,19.2224259762355,19.1172077660336,18.6433808251667,18.0848585151063,18.9072418634077,17.0296331906934,18.9029984505214,17.2631058571231,17.4329272015728,17.0818726452831,17.0264340709838,17.0486846094513,17.955805287623,17.0818726452831,17.5956253649075,17.0486846094513,19.756192654867,17.6429469631827,21.1567804030459,17.4883068123081,-1.17126384844153,0.00341645433177197
"879","sp|Q12955|ANK3_HUMAN",1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,2,1,18.8402214539067,18.6767688922474,18.6777754453579,18.6185792911619,19.0479205227061,18.2228643195787,19.0053562336647,18.4274574698137,17.4399239544141,18.6457681486504,17.3646056021917,18.1812683120275,18.2507923904945,18.6457681486504,18.1988797988521,18.1812683120275,18.6521070902844,18.7692068880966,18.2861165076826,18.8425391028194,0.144778988551871,0.395892155585274
"880","sp|P42677|RS27_HUMAN; sp|Q71UM5|RS27L_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,1,NA,19.6199978244981,21.4321014301373,17.0119012861474,21.1790578925241,20.0006936112515,19.9699873598681,20.0176423602731,19.7093683550618,17.8631330898411,20.2224753637278,17.4090332015433,19.8905033662865,19.3934492417117,20.2224753637278,18.9089252586458,19.8905033662865,19.9795073673002,20.6560825359498,19.8330680444475,20.0220902365976,1.31572939845076,0.000506191761727149
"881","sp|P06865|HEXA_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,1,NA,1,NA,NA,NA,18.4601102438827,18.6378922341742,18.6178092154314,18.4555708038457,19.4508326767847,17.5346036659036,19.1822355120223,17.7101327030985,17.7407790378725,18.0286790550411,17.116618908162,17.9416531121405,18.4358584386614,18.0286790550411,18.1529292680069,17.9416531121405,18.5296641922805,18.0187197276232,18.244848371942,17.7994381554602,-0.38346642405778,0.00341645433177197
"882","sp|P21217|FUT3_HUMAN; sp|P51993|FUT6_HUMAN; sp|Q11128|FUT5_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,NA,18.3804419134693,17.5310388711578,18.0917134684131,17.5612147672338,18.9576410011949,17.1108709901715,18.7458990383398,17.3306282472302,17.8539963170284,18.4217969716132,17.9134695502621,18.3878139714678,17.9902277517467,18.4217969716132,17.5361066432245,18.3878139714678,19.1524368152677,17.504428985897,19.6477394727693,17.3388737175413,-0.62733945063222,0.00986705019354385
"883","sp|P01717|LV325_HUMAN",NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6849895653221,17.5521714193683,18.2882842947585,17.764872821483,19.4700985485541,17.039787413362,19.2009560604194,17.0814134279038,18.8960853183882,17.7229713189789,18.1425855987901,17.4580395963861,20.3222445082644,17.7229713189789,20.2462572652575,17.4580395963861,18.9861751949439,18.4159482795024,18.8765892473721,18.1995091161582,-1.46985412935626,4.44097130123255e-06
"884","sp|P0C7P4|UCRIL_HUMAN; sp|P47985|UCRI_HUMAN",1,1,1,2,NA,NA,1,2,NA,1,2,2,NA,1,NA,NA,NA,NA,1,2,20.5163433920676,22.009680854852,20.5875319252093,21.7475640399924,21.0385124722816,19.8827893029905,20.6973898064747,20.3570214286766,18.3216054248566,20.4285283494536,17.4352789354319,20.2030172542473,20.7083479428172,20.4285283494536,20.5376096772147,20.2030172542473,18.8194277580271,17.3283328111239,16.9924498042074,19.4718603613391,0.64058428677882,0.472809040201815
"885","sp|Q8WWA0|ITLN1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6631224142439,15.1731625770018,18.2828212060969,16.2086757960287,19.9322544942915,13.3587459673518,19.4529814325234,14.1188689037317,14.5564922838617,19.9773548662421,16.5768319582823,15.4748077044262,17.1311746091208,19.9773548662421,16.3450966241791,15.4748077044262,20.4907838088795,15.5009784636544,19.9685787424214,15.2928550667278,-2.08425256580677,1.69959442315131e-06
"886","sp|O43175|SERA_HUMAN",1,1,2,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20.1072924353916,18.6854575777027,20.0630146593643,18.655664809637,20.2696243829967,17.2159260586032,20.0721404567155,17.2237115755743,17.6848182582485,16.794688097567,18.3582940968884,16.6112445805511,18.0681674758077,16.794688097567,18.1474682897536,16.6112445805511,18.7262842937589,17.7812788926733,19.2719129336428,17.3629334199745,-1.70321795921668,7.7977802832701e-06
"887","sp|P23368|MAOM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,19.3165040405724,19.0936379134498,19.0198504658746,19.0792949759419,19.3681438153508,18.1915124441457,18.8292589681115,18.4106071171908,18.1626037026822,18.5453538502513,17.5286298430519,18.4639307764501,18.7074375959042,18.5453538502513,18.6030520660657,18.4639307764501,19.1536738657776,18.5788348485281,19.1502623359643,18.5492225094967,-0.19177376371994,0.208888109276932
"888","sp|Q56VL3|OCAD2_HUMAN",NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.947079726365,18.2346589728953,17.7864511912598,16.9613978036531,19.9619124173905,16.5887285413623,19.5562620897971,16.6598419347002,NA,17.854370228614,NA,17.8745926899758,18.6116469133107,17.854370228614,17.4954968688574,17.8745926899758,16.9316685157745,17.7914367517409,19.2408712286887,17.4447940974157,-0.927545225035754,0.0208474654381266
"889","sp|O15511|ARPC5_HUMAN",NA,NA,NA,NA,1,2,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,19.6140063458493,19.7316243945713,17.074612511761,19.1296870578742,19.9700681326457,17.6524283738689,20.006411170563,17.7992768778041,20.1094439568216,17.6065367143956,19.5271858459419,17.767912669362,19.5853939979848,17.6065367143956,19.3675627349128,17.767912669362,18.8166519512085,19.1997773123016,19.0301420638437,19.5813285159695,-0.92584574116275,0.0201126876167861
"890","sp|Q02978|M2OM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,1,NA,1,NA,NA,17.9473779372483,18.5516689513097,17.4589897544396,18.6335196530142,19.3076199656615,17.6263761063944,18.9338240747943,18.6056579774517,17.4469127777664,18.5204143830152,17.3356007556409,18.1552209435885,18.0091219536091,18.5204143830152,17.7281270536259,18.1552209435885,19.2605902287912,18.2207824418655,18.9105263557926,17.8619624497181,0.0512547375591193,0.258574045972223
"891","sp|Q9P0J0|NDUAD_HUMAN",NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,2,NA,NA,1,2,1,2,NA,1,18.5261653480324,19.6328033351309,18.3428961009602,19.5476074265432,19.7646100332081,18.2930303936541,19.3315424260432,18.4184499712893,17.7422884466345,18.8579494771241,17.0153611463339,18.7012207926276,19.2889502667603,18.8579494771241,19.0641009822249,18.7012207926276,19.060166342918,19.0527766351469,19.0546935775038,18.7320849941937,0.16043186248422,0.450810615344436
"892","sp|P0C0L4|CO4A_HUMAN; sp|P0C0L5|CO4B_HUMAN",NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7710672590008,18.4021638646603,19.3476407013687,18.0703147411825,19.7063188472429,17.066426231331,19.1245182942578,17.5271747329621,19.1805874043154,17.934528019541,18.9296780354523,17.3519958226967,19.2064468416022,17.934528019541,18.769414148553,17.3519958226967,17.6409422877714,17.9289597236628,17.439444500403,17.9419322791154,-1.1606039062578,0.000105911215364844
"893","sp|P28072|PSB6_HUMAN",1,1,1,1,2,NA,1,1,NA,NA,2,1,NA,1,2,NA,2,NA,2,2,21.1463421306305,20.6113551350786,20.952990552243,20.3867855651611,21.5595491057755,19.4640115925003,21.3029699117046,18.6698105684589,20.702570728375,20.2075065105034,20.4401440193835,19.4770687177989,20.7236711506441,20.2075065105034,19.3374009933068,19.4770687177989,19.2670765445172,20.5420189489738,19.9440815505058,19.633199452811,-0.67004649674977,0.187697773422036
"894","sp|P00747|PLMN_HUMAN",1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9595179084452,19.1009766727552,19.6363918530652,19.3363014346914,19.2963877682085,17.0968576053563,18.9886531252542,16.882170638406,15.9828674937478,16.0800459357182,15.5585217605679,16.5988613169961,20.0248728370961,16.0800459357182,19.3937630664348,16.5988613169961,18.6812995363933,18.4381224174939,16.4737575860297,17.3586397838613,-1.042514987725,0.0453863066441224
"895","sp|P68402|PA1B2_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,NA,19.8702664105979,18.4645327881636,19.1442801350208,18.2053846277202,19.6820986543159,17.5230584226333,19.4502589168226,17.33316338856,13.2361741834113,17.0911710966846,12.4577168873276,17.2238123344371,18.4823712258574,17.0911710966846,18.5189707769918,17.2238123344371,20.7820490844036,21.2948379258192,19.9697739153552,17.709591459342,-0.24334247156224,0.011250098221381
"896","sp|Q14152|EIF3A_HUMAN",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3975252774723,17.7707165375251,18.6394192152441,17.9723053277577,18.7477727778164,16.3326633591458,19.0246765580705,16.6531361708717,16.8616817253899,16.648517123574,16.2916419737222,15.6679481025351,18.2007021382262,16.648517123574,17.8222217034113,15.6679481025351,22.4136283163633,17.0184915447457,19.9569218521773,16.4403725070166,-2.05355756386127,2.75235169946833e-05
"897","sp|P54578|UBP14_HUMAN",NA,NA,1,1,1,1,2,1,1,NA,1,1,1,1,1,1,1,1,1,1,19.4178982204321,18.5735267803852,18.7934523009889,18.4812917113591,19.9342239290953,17.6353377163539,19.5391251982792,17.8613633233462,18.2952504803438,17.6874406152828,17.9425464625498,17.9710989298874,18.9485588439066,17.6874406152828,18.7139270081158,17.9710989298874,18.2761665802184,18.0742115653385,17.9260044006135,17.8984403127337,-0.79459029246864,0.00682925378936237
"898","sp|P17980|PRS6A_HUMAN",NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.727060514553,20.0587968868156,19.5270010958558,19.6818291460179,20.4952679188577,18.6758781127299,20.1763160759553,18.375608897632,16.9125568953437,18.0016589948012,16.4059097848726,17.8714682827884,18.8645618378777,18.0016589948012,18.4464621753008,17.8714682827884,18.7318925142772,18.6222185155947,18.1206338795571,17.4169054519599,-0.18301711265217,0.892153105340037
"899","sp|Q9BVM2|DPCD_HUMAN",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18.1487406581913,19.7030116647767,18.2085161548296,19.5999210122264,20.9265316338357,18.3382070245771,20.2406363235412,18.1652365771878,19.058713983784,17.8031534870912,17.4992960848855,17.5917408117239,18.8159174774386,17.8031534870912,18.4065099644453,17.5917408117239,18.6876092193858,19.4280085432819,16.820987159898,18.7399889444662,-0.20492962960887,1
"900","sp|P36405|ARL3_HUMAN",NA,1,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0431660017113,18.1958936097467,18.9281400889548,17.5809792638178,19.8705108987242,17.2877802747872,19.4769126697951,17.1831795246656,19.0848552459875,16.9943828297029,17.9509834389505,17.2074192394109,18.9528905155459,16.9943828297029,18.6260859817616,17.2074192394109,18.7415085280677,17.8291726398976,18.5562952121613,17.4701868263783,-1.52805523041391,1.38529698192319e-07
"901","sp|Q9H477|RBSK_HUMAN",NA,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,20.066459434427,18.695231894422,19.6799313693837,17.3648361460916,20.5618265484546,18.2168414695651,19.901369172584,18.3950800002958,16.7290349014801,18.2358249266966,16.8414401458001,18.2519559206314,18.3308252541292,18.2358249266966,18.00849476961,18.2519559206314,17.577816255408,18.7304394549101,17.9674876875928,18.3949813964592,-0.289171348246969,0.258574045972223
"902","sp|P50452|SPB8_HUMAN",NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,2,1,1,1,1,NA,1,20.6697481853701,22.0001019821074,19.8709859538949,21.5423854264525,21.645104711216,21.077915377528,21.3334671272983,20.855934160096,20.4110049431017,20.9519288855463,20.1102905394674,20.6584165668509,20.1525825585904,20.9519288855463,19.8297594119953,20.6584165668509,22.1638227050763,20.6015368624142,20.9872758105425,20.5199745175855,0.264449728442511,0.314525641107429
"903","sp|P54136|SYRC_HUMAN",NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1189673749907,18.1749522023864,18.6463114007462,18.2254587303935,19.2388251266769,17.1430025788207,18.9826903826427,17.285467965185,18.0457410005749,17.235261657418,17.8842568683108,17.0677215182378,18.5059920035422,17.235261657418,18.2081486081202,17.0677215182378,19.3545940163567,17.3280373495824,19.0971416159643,17.1598239463369,-1.31599592739091,2.24106284986993e-07
