"protein_group","abundance_control_1","abundance_control_2","abundance_control_3","abundance_infected_1","abundance_infected_2","abundance_infected_3","number_of_peptides_control_1","number_of_peptides_control_2","number_of_peptides_control_3","number_of_peptides_infected_1","number_of_peptides_infected_2","number_of_peptides_infected_3","differential_abundance_pvalue_control_vs_infected","differential_abundance_qvalue_control_vs_infected","log_ratios_control_vs_infected"
"sp|Q9D0I9|SYRC_MOUSE",NA,-19.601475206,NA,NA,-19.8319185422,NA,3,3,1,4,1,6,NA,NA,NA
"sp|Q9D0J8|PTMS_MOUSE",-16.4814373096,-16.1916241881,NA,NA,NA,NA,3,2,3,3,3,1,NA,NA,NA
"sp|Q9D0K2|SCOT1_MOUSE",-19.0090924761,NA,NA,-18.7540250288,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA
"sp|Q9D0M1|KPRA_MOUSE",-18.8425771998,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA
"sp|Q9D0M3|CY1_MOUSE",-18.1025582581,-18.1237261223,-16.7075771702,-18.1880760898,-16.9289703073,NA,1,1,2,1,2,1,0.800111285266458,0.929712460063898,-0.0860973183166678
"sp|Q9D0T1|NH2L1_MOUSE",-15.1925015336,-15.8021929188,-16.3197479391,-16.7030764412,-16.8179526998,-15.5879932102,5,4,3,4,4,4,0.167224137931034,0.741573033707865,0.598193319899998
"sp|Q9D154|ILEUA_MOUSE",-16.1525789035,-16.6988970491,-17.0273445283,-16.89414052,-16.6828445107,-18.6196534431,14,14,11,12,11,13,0.0970815047021944,0.709677419354839,0.772605997633331
"sp|Q9D1A2|CNDP2_MOUSE",NA,NA,-18.3215411967,-18.5453814908,-18.7369218642,-18.5145526151,4,7,5,4,4,3,NA,NA,NA
"sp|Q9D1J3|SARNP_MOUSE",NA,NA,-17.1237708865,NA,-17.3105575748,-17.6767896571,3,3,3,1,3,4,NA,NA,NA
"sp|Q9D1Q6|ERP44_MOUSE",NA,NA,NA,NA,NA,-19.6923029479,3,2,NA,1,2,3,NA,NA,NA
"sp|Q9D1R9|RL34_MOUSE",NA,NA,-16.8062713843,-16.5418408408,NA,NA,6,4,3,6,5,4,NA,NA,NA
"sp|Q9D2G2|ODO2_MOUSE",-17.5143003738,-17.6574230707,NA,NA,NA,-18.9112345236,3,4,2,3,1,2,NA,NA,NA
"sp|Q9D2V7|CORO7_MOUSE",NA,-20.2550340635,NA,-19.7149440312,NA,-19.9561454332,4,5,4,5,4,5,NA,NA,NA
"sp|Q9D358|PPAC_MOUSE",NA,NA,NA,NA,-17.1053211159,NA,2,1,1,2,2,1,NA,NA,NA
"sp|Q9D554|SF3A3_MOUSE",NA,NA,NA,NA,-18.7646947074,NA,1,1,1,1,1,1,NA,NA,NA
"sp|Q9D6J6|NDUV2_MOUSE",-17.5997329717,NA,-17.918572775,-17.498525075,NA,NA,2,2,2,2,2,2,NA,NA,NA
"sp|Q9D6R2|IDH3A_MOUSE",-18.1819910985,-18.1923366014,-17.9655957216,-18.0702553833,-17.2521020114,-17.462992813,6,5,5,4,5,4,0.193307210031348,0.741573033707865,-0.518191071266667
"sp|Q9D6Z1|NOP56_MOUSE",-19.1677930369,-18.148353752,-17.7753048507,-19.4736216544,NA,-18.1849367693,8,9,9,9,8,7,0.283540752351097,0.767241379310345,0.465461998649999
"sp|Q9D898|ARP5L_MOUSE",NA,-17.2850336703,NA,-17.1561442527,NA,-17.3013084594,1,1,NA,1,1,1,NA,NA,NA
"sp|Q9D8E6|RL4_MOUSE",-17.2410866359,-17.4156443878,NA,NA,-18.7259221644,-19.0557281435,8,7,7,6,7,6,0.00312539184952978,0.25,1.5624596421
"sp|Q9D8N0|EF1G_MOUSE",NA,NA,NA,-18.1699505843,-17.2442215014,-19.1500453825,6,5,5,6,5,6,NA,NA,NA
"sp|Q9D8U8|SNX5_MOUSE",-18.5059381147,NA,-18.1690879148,-18.2115978031,-18.4748725669,NA,1,1,2,3,2,5,0.926554858934169,0.933333333333333,0.00572217024999588
"sp|Q9D8Y0|EFHD2_MOUSE",-16.7181860086,NA,NA,NA,NA,NA,5,2,2,2,2,3,NA,NA,NA
"sp|Q9DB05|SNAA_MOUSE",-18.6335291237,-18.715556276,NA,-17.4183716502,-18.8469395935,NA,2,2,2,2,2,1,0.222252351097179,0.754901960784314,-0.541887078000002
"sp|Q9DB20|ATPO_MOUSE",-16.7491494736,-17.7213460104,-17.529737506,NA,NA,-17.5790346048,3,4,3,3,2,3,NA,NA,NA
"sp|Q9DB77|QCR2_MOUSE",-18.1081457432,-18.4577041678,NA,NA,-18.7521520235,-19.1286517887,6,6,3,2,3,4,0.114354231974922,0.709677419354839,0.6574769506
"sp|Q9DBC7|KAP0_MOUSE",-18.4266696758,-18.1074325288,-16.9232456331,-18.1746236301,-18.5960390639,-18.316925482,3,3,3,3,3,4,0.198567398119122,0.741573033707865,0.543413446100001
"sp|Q9DBG6|RPN2_MOUSE",-18.1451064403,NA,NA,NA,NA,-18.2229613823,4,3,3,4,4,4,NA,NA,NA
"sp|Q9DBH5|LMAN2_MOUSE",NA,NA,NA,NA,NA,-18.5959563674,2,2,3,3,3,5,NA,NA,NA
"sp|Q9DBJ1|PGAM1_MOUSE",-18.0693871406,NA,NA,-17.5595794527,NA,NA,3,3,2,6,4,6,NA,NA,NA
"sp|Q9DBP5|KCY_MOUSE",NA,-17.5930502398,-17.480038494,NA,NA,-17.2696674664,4,4,2,4,3,4,NA,NA,NA
"sp|Q9DBS1|TMM43_MOUSE",NA,NA,NA,NA,NA,-19.7583732795,1,1,2,1,1,3,NA,NA,NA
"sp|Q9DCD0|6PGD_MOUSE",-17.0371703037,-17.0088205883,-17.2200789629,-16.7828626517,-17.5024195214,-17.1440688565,5,6,3,5,3,6,0.833172413793103,0.929712460063898,0.0544270582333333
"sp|Q9DCN2|NB5R3_MOUSE",NA,-18.0566948508,NA,NA,NA,NA,3,3,3,4,3,4,NA,NA,NA
"sp|Q9DCS9|NDUBA_MOUSE",NA,-17.4362142639,NA,NA,NA,NA,NA,3,NA,2,1,2,NA,NA,NA
"sp|Q9DCW4|ETFB_MOUSE",-17.869786238,NA,-17.555544161,-17.9881238727,-17.9225792872,-17.8904279156,6,7,3,5,6,4,0.524489028213166,0.846153846153846,0.221045158999999
"sp|Q9DCX2|ATP5H_MOUSE",-17.495174358,-17.2671161355,-16.870490455,-17.1782715578,-16.9474407622,-17.4381264803,2,2,2,2,2,2,0.892181818181818,0.929712460063898,-0.022980716066666
"sp|Q9EQU5|SET_MOUSE",NA,NA,-17.4561486034,NA,-17.5583322872,-18.0881401579,5,4,3,2,3,3,NA,NA,NA
"sp|Q9ERK4|XPO2_MOUSE",NA,NA,-19.9528851839,NA,-19.864946257,NA,2,3,5,5,4,2,NA,NA,NA
"sp|Q9ERN0|SCAM2_MOUSE",NA,NA,NA,NA,NA,-18.2363399652,NA,NA,1,1,1,1,NA,NA,NA
"sp|Q9EST5|AN32B_MOUSE",-16.746070069,-16.509170107,-17.2758566939,-17.527349468,-16.4460593694,-17.6552604073,10,9,10,10,10,10,0.356937304075235,0.797385620915033,0.365857458266667
"sp|Q9ESX5|DKC1_MOUSE",-18.7807214649,NA,NA,-18.8540361087,NA,NA,2,2,2,2,2,3,NA,NA,NA
"sp|Q9ESY9|GILT_MOUSE",NA,-17.6802873461,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA
"sp|Q9JHI5|IVD_MOUSE",-19.1448967187,NA,NA,NA,NA,NA,4,4,2,2,1,1,NA,NA,NA
"sp|Q9JHJ0|TMOD3_MOUSE",-17.336945692,-18.3893208986,-18.0480384094,-18.1311905444,-18.4141244126,-18.2902976278,6,5,4,5,4,4,0.356311912225705,0.797385620915033,0.353769194933335
"sp|Q9JIK5|DDX21_MOUSE",-18.847131619,-20.0567866805,-18.3609239011,-18.4221350974,-18.2042463737,-17.5560197219,11,9,6,10,11,14,0.0309028213166144,0.55,-1.02748033586667
"sp|Q9JIX8|ACINU_MOUSE",NA,NA,NA,-19.9532895505,-20.1111055888,NA,4,NA,1,2,2,NA,NA,NA,NA
"sp|Q9JJ28|FLII_MOUSE",-20.4350305502,NA,NA,NA,NA,-20.6597358697,1,1,NA,2,NA,2,NA,NA,NA
"sp|Q9JJI8|RL38_MOUSE",NA,NA,NA,NA,NA,-16.0605480534,NA,1,1,NA,1,4,NA,NA,NA
"sp|Q9JK81|MYG1_MOUSE",-17.4193327446,-18.7538936778,NA,NA,NA,NA,3,3,NA,1,1,2,NA,NA,NA
"sp|Q9JKF1|IQGA1_MOUSE",-20.7711310216,-21.0219668579,-20.5586381931,-20.5872425611,-19.5267446129,-19.8665229188,13,10,9,11,11,13,0.0695626959247649,0.583333333333333,-0.790408659933334
"sp|Q9JL26|FMNL1_MOUSE",NA,NA,NA,NA,NA,-19.8661185911,NA,2,2,1,2,4,NA,NA,NA
"sp|Q9JL95|PRG3_MOUSE",NA,NA,NA,NA,-18.1472605281,NA,1,1,NA,2,1,2,NA,NA,NA
"sp|Q9JLJ2|AL9A1_MOUSE",-18.7329666611,-18.8853802444,NA,NA,NA,NA,6,4,3,3,5,4,NA,NA,NA
"sp|Q9JM14|NT5C_MOUSE",NA,NA,NA,NA,NA,-18.0440051587,1,NA,NA,NA,NA,2,NA,NA,NA
"sp|Q9JM76|ARPC3_MOUSE",-16.5520794323,NA,-17.0470096725,NA,NA,-16.489335668,2,2,2,1,1,2,NA,NA,NA
"sp|Q9QUI0|RHOA_MOUSE",-17.7262534955,-17.5768448587,-17.1468587482,-16.4672758511,NA,-16.2267895349,6,5,5,6,6,8,0.0147789968652038,0.55,-1.13628634113334
"sp|Q9QUM9|PSA6_MOUSE",-16.7470115192,-18.0874688643,NA,-17.5704227237,-18.3977725083,-17.8693934354,5,4,3,7,7,3,0.218614420062696,0.754901960784314,0.528622697383334
"sp|Q9QY81|PO210_MOUSE",-18.7426677028,-20.9541706021,-19.4467704913,-19.0460860398,-19.1477389082,-19.9419570385,7,2,5,6,4,4,0.416413793103448,0.812903225806452,-0.335942269899999
"sp|Q9QYB5|ADDG_MOUSE",-19.56199814,NA,-19.1260510393,NA,NA,NA,3,1,3,1,1,3,NA,NA,NA
"sp|Q9QZD9|EIF3I_MOUSE",-18.5422648995,-18.4246345773,-18.1450842874,-18.120944284,-17.6614194597,-18.2974881178,4,3,2,4,3,5,0.355995297805643,0.797385620915033,-0.34404396756667
"sp|Q9QZQ8|H2AY_MOUSE",-16.0284738261,-16.0688889521,-15.357285227,-16.6413270863,-15.7570418636,-16.0033680859,10,13,11,11,11,11,0.40219592476489,0.797385620915033,0.315696343533332
"sp|Q9R0N0|GALK1_MOUSE",-18.5989680323,NA,NA,-18.3524105205,-19.0402856457,-17.6146043623,1,NA,NA,1,1,2,NA,NA,NA
"sp|Q9R0P3|ESTD_MOUSE",NA,NA,-17.7152209042,-17.784772605,-17.7401232832,-18.2293264506,3,2,2,2,2,2,NA,NA,NA
"sp|Q9R0P5|DEST_MOUSE",NA,-16.8707625563,-16.9919292474,NA,-17.166363311,-17.1832549469,1,1,1,1,1,2,0.477443573667712,0.827777777777778,0.243463227100001
"sp|Q9R0P6|SC11A_MOUSE",-17.3980697143,-17.3378112702,-17.1002215772,-17.1327440306,-17.0908173101,-16.5245138282,2,3,2,2,3,3,0.335807210031348,0.797385620915033,-0.362675797599998
"sp|Q9R0U0|SRS10_MOUSE",-16.5834187422,-17.4472448451,-17.4029903709,NA,NA,-17.6029475477,3,2,1,3,4,1,NA,NA,NA
"sp|Q9R190|MTA2_MOUSE",NA,NA,NA,-19.3066208437,NA,NA,3,3,2,3,2,4,NA,NA,NA
"sp|Q9R1P0|PSA4_MOUSE",-17.9578920039,-17.9219814753,NA,-17.822008205,-17.9532411637,-18.1143504463,5,4,3,5,3,3,0.889684952978056,0.929712460063898,0.023263198733332
"sp|Q9R1P4|PSA1_MOUSE",-16.4596688657,NA,NA,NA,NA,-16.6086266494,5,4,NA,4,1,6,NA,NA,NA
"sp|Q9R1T2|SAE1_MOUSE",NA,NA,-18.3886772606,NA,NA,NA,1,1,3,2,4,1,NA,NA,NA
"sp|Q9R233|TPSN_MOUSE",NA,-18.4658314124,-18.1853954648,-18.3529108599,-18.3353610811,-18.6362946783,1,3,3,4,3,4,0.712130094043887,0.926530612244898,0.115908767833332
"sp|Q9WTM5|RUVB2_MOUSE",NA,-17.785972372,-17.2302294625,-18.4066507754,NA,NA,3,4,3,4,3,4,NA,NA,NA
"sp|Q9WTP6|KAD2_MOUSE",NA,NA,NA,-17.6691502905,-17.8066421497,-18.1406805618,NA,NA,1,1,1,1,NA,NA,NA
"sp|Q9WTX5|SKP1_MOUSE",-16.9630234339,-16.8974098713,-16.4667673505,-16.844403347,-16.9379093806,-16.9443435367,1,1,1,1,1,1,0.678199059561129,0.926530612244898,0.133151869533332
"sp|Q9WU78|PDC6I_MOUSE",-20.1368894899,-20.0203529646,-18.4007627043,NA,-19.9350822654,NA,4,4,2,5,4,4,NA,NA,NA
"sp|Q9WUA2|SYFB_MOUSE",-18.9860129114,NA,NA,-19.018856231,NA,-18.2123535898,4,1,2,5,3,5,NA,NA,NA
"sp|Q9WUM3|COR1B_MOUSE",-18.1222587661,NA,-18.0449332021,-18.7776002265,-19.0907742581,NA,4,4,3,4,3,4,0.0440485893416928,0.56,0.850591258199998
"sp|Q9WUM4|COR1C_MOUSE",-19.2525379532,NA,NA,NA,NA,NA,5,5,4,5,4,5,NA,NA,NA
"sp|Q9WV32|ARC1B_MOUSE",-18.9771732375,-18.9571839123,-18.88812415,-17.473273635,-18.1872808367,-18.7353934576,6,6,6,6,6,6,0.0666724137931034,0.583333333333333,-0.808844456833331
"sp|Q9WVA2|TIM8A_MOUSE",-16.5157916339,NA,NA,-16.4295670027,NA,-16.5470297231,2,2,2,2,2,2,NA,NA,NA
"sp|Q9WVA3|BUB3_MOUSE",NA,NA,NA,NA,NA,-18.2592264643,2,1,1,2,1,2,NA,NA,NA
"sp|Q9WVA4|TAGL2_MOUSE",-16.3291797866,-15.4012423679,-16.3418010209,NA,-16.1690015976,-15.9974120233,8,8,5,6,5,8,0.829431034482759,0.929712460063898,0.0591324186500017
"sp|Q9Z0H4|CELF2_MOUSE",-19.0664836493,NA,-18.9463905115,NA,-18.9622495895,-19.0924930542,2,2,2,2,2,2,0.894637931034483,0.929712460063898,0.02093424145
"sp|Q9Z0I7|SLFN1_MOUSE",-18.7510638019,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,NA
"sp|Q9Z0M6|AGRE5_MOUSE",NA,NA,NA,NA,NA,-19.9576403848,2,NA,NA,1,NA,1,NA,NA,NA
"sp|Q9Z0N1|IF2G_MOUSE",-18.3756772993,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9Z126|PLF4_MOUSE",NA,-16.6660428492,NA,NA,NA,NA,2,2,1,2,2,2,NA,NA,NA
"sp|Q9Z1Q5|CLIC1_MOUSE",-17.685243123,-17.6218780776,NA,-17.4011307646,NA,-16.7243676145,7,5,4,6,5,7,0.154366771159875,0.73134328358209,-0.59081141075
"sp|Q9Z1Q9|SYVC_MOUSE",NA,NA,NA,NA,-18.3866210704,-20.5749585869,4,5,3,9,7,6,NA,NA,NA
"sp|Q9Z1Z0|USO1_MOUSE",NA,NA,NA,NA,NA,-20.0290124021,NA,1,NA,NA,1,2,NA,NA,NA
"sp|Q9Z204|HNRPC_MOUSE",-17.4073665421,-18.1370490955,-16.8715009043,-16.398698727,-17.8090821428,-17.6210273419,6,5,4,7,9,5,0.603830721003135,0.908256880733945,-0.195702776733334
"sp|Q9Z277|BAZ1B_MOUSE",NA,-20.7102516711,NA,NA,NA,NA,2,2,NA,2,NA,2,NA,NA,NA
"sp|Q9Z2D6|MECP2_MOUSE",NA,-19.0372218611,NA,NA,NA,-18.9089927914,2,5,2,3,1,2,NA,NA,NA
"sp|Q9Z2I9|SUCB1_MOUSE",NA,-18.9504614247,-17.3739137706,-17.5999306836,-17.62470429,-18.6771189099,2,4,4,4,3,4,0.619921630094044,0.908256880733945,-0.194936303150001
"sp|Q9Z2L7|CRLF3_MOUSE",-18.6816441572,-17.687594213,-18.5956805814,NA,-17.8226454039,-17.9930427529,3,4,3,4,3,3,0.297415360501567,0.781512605042017,-0.413795572133335
"sp|Q9Z2U1|PSA5_MOUSE",-16.7307622465,-17.9975308265,-17.3886376203,-17.319872658,NA,-18.1477212615,3,3,2,3,2,3,0.371836990595611,0.797385620915033,0.361486728650004
"sp|Q9Z2W0|DNPEP_MOUSE",NA,-18.9955439843,NA,-18.743452345,NA,NA,1,1,NA,1,NA,2,NA,NA,NA
