"protein_group","number_of_peptides_control_1","number_of_peptides_cystitis_1","number_of_peptides_cystitis_2","number_of_peptides_cystitis_3","number_of_peptides_high grade_1","number_of_peptides_high grade_2","number_of_peptides_cystitis_4","number_of_peptides_high grade_3","number_of_peptides_high grade_4","number_of_peptides_control_2","number_of_peptides_high grade_5","number_of_peptides_cystitis_5","number_of_peptides_high grade_6","number_of_peptides_high grade_7","number_of_peptides_cystitis_6","number_of_peptides_high grade_8","number_of_peptides_high grade_9","number_of_peptides_cystitis_7","number_of_peptides_high grade_10","number_of_peptides_control_3","abundance_control_1","abundance_control_2","abundance_control_3","abundance_cystitis_1","abundance_cystitis_2","abundance_cystitis_3","abundance_cystitis_4","abundance_cystitis_5","abundance_cystitis_6","abundance_cystitis_7","abundance_high grade_1","abundance_high grade_2","abundance_high grade_3","abundance_high grade_4","abundance_high grade_5","abundance_high grade_6","abundance_high grade_7","abundance_high grade_8","abundance_high grade_9","abundance_high grade_10","log_fold_change_genotypecystitis.genotypecontrol.","differential_abundance_pvalue_genotypecystitis.genotypecontrol.","differential_abundance_qvalue_genotypecystitis.genotypecontrol.","log_fold_change_genotypehigh.grade.genotypecontrol.","differential_abundance_pvalue_genotypehigh.grade.genotypecontrol.","differential_abundance_qvalue_genotypehigh.grade.genotypecontrol."
"P35579",68,55,67,67,58,72,76,66,83,60,97,66,54,64,53,75,75,64,66,54,15.6637376366682,15.5368080059191,15.7016027662605,15.4739942676538,16.7393061120957,16.9406786613995,16.8434355935705,16.9555615648111,15.814649567885,17.1121064814863,16.9707514401484,16.2401776342579,16.3135114815871,16.7716676394286,17.9681563774399,16.7714205726459,16.7896399232713,17.4933456860496,16.7072328148134,17.0977296987376,-5.94997911950515e-06,0.997980952788439,1,1.62438699290366e-05,0.994196711322982,1
"P27635",2,NA,5,2,4,3,5,3,2,2,3,4,3,NA,2,2,2,NA,1,2,14.1068627861992,14.4674487070272,14.5491237993923,13.4551639141599,16.990623104498,15.6685963218758,16.4088032670359,16.7529202431675,13.9194168624778,15.9832140907206,15.7181190555767,15.0525953040998,15.3738213452874,14.6065783702767,15.6659018900284,16.6613578634866,14.7718474739551,16.0730021218569,15.6447081518447,16.0387652715262,1.68777902163136e-20,0.999999999892096,1,1.13688174715144e-20,0.99999999992455,1
"P15153",NA,NA,NA,2,NA,NA,NA,NA,3,NA,5,NA,NA,NA,3,NA,3,NA,NA,NA,13.7915026307997,14.4642302297101,14.1362223240046,13.6740580078396,14.4313716970341,15.7164196309423,NA,15.8887828875237,15.798679212904,14.9811704771564,14.8064733678059,13.9535772612462,14.1955360448688,15.3037164582733,16.8434641618271,15.91999025272,14.9515280154059,15.6947477319123,15.5904208807116,14.764594151714,-2.90849872012316e-21,0.999999999982849,1,3.7252393392818e-21,0.999999999976595,1
"Q9NRX4",1,1,1,NA,1,NA,NA,1,1,1,1,1,NA,1,NA,1,NA,1,2,NA,15.3326880705746,15.002371244,14.8170776897091,15.8225040179241,16.8743193419234,NA,NA,16.4452329829537,15.8427847447058,16.4129355131721,17.4895593207283,15.1856283923931,15.9204960968956,NA,16.5055559745366,NA,16.4804875762692,16.6821184212113,15.0108890587294,17.3582550996864,2.29370782880829e-19,0.999999999389056,1,2.73955419777979e-19,0.999999999200656,1
"O15511",2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,15.8590467792359,16.1778045271165,15.7712804664564,16.414818580018,17.0933923101468,16.8852723860653,16.3390544522689,16.8065472035782,16.1596477951902,17.7736254087269,16.7091803652111,16.5654429012194,17.6324855583728,16.529384844603,16.848044158754,17.8528129141949,16.96765475536,15.8847247008929,17.0555919715451,16.967064782892,-5.35458076392489e-20,0.999999999864318,1,7.03473003175403e-20,0.999999999810231,1
"P16401",6,3,3,4,7,8,4,6,6,6,6,4,4,4,4,6,7,4,5,6,15.8839117681912,15.7353499343708,15.9177935179421,14.8879004401879,15.1776325774004,16.2407816254599,16.0528041092234,15.7579474005245,15.5579830979967,15.2826129180396,17.7297896718956,16.5366873811641,16.3681612925322,15.6304381225909,16.7853247351997,16.1742560717995,15.703676621579,17.3880773156646,16.3747152765799,17.2258501958462,-1.15181210496411,0.000957126461896022,0.0784843698754738,-0.229656933789131,0.473526964589102,1
"P54802",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6898261326787,NA,NA,15.1710554706543,NA,NA,NA,17.9250813654304,15.1744047734508,NA,NA,NA,NA,NA,NA,14.9733372086741,NA,NA,NA,NA,NA,NA,NA
"Q01650",NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,13.4269165423899,14.0185523899226,13.9505602863258,NA,14.1583981817033,14.8315087753334,16.1327196412661,14.1022507075726,NA,NA,NA,13.5394253089843,NA,14.4976694150373,17.6389012931589,14.4922798479331,NA,15.5241785932143,14.0522937667475,NA,-6.65196524397943e-12,0.999998374287665,1,5.23641940555549e-12,0.99999861066778,1
"Q96IV0",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2374202650556,14.5168460446254,NA,NA,14.4476969851753,NA,16.2867217372798,NA,NA,NA,NA,15.052833028552,14.6227601462784,NA,NA,NA,NA,NA,NA,NA,8.53679892351673e-16,0.999999999968555,1,1.4186546096639e-15,0.999999999954746,1
"Q92542",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1748512704871,12.6678651858715,13.8728558082789,NA,14.1740524600738,15.3391945366868,15.3426529662553,14.0807461986218,NA,15.355962070134,16.446305023052,14.2536940870379,14.3189983403571,13.809531659,NA,15.3949911037819,NA,15.438206009703,NA,14.6796895083041,7.13869180348778e-20,0.999999999843252,1,1.76561167275558e-19,0.999999999585548,1
"P55268",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,8,NA,NA,NA,NA,NA,14.2663615906318,14.2970972427518,14.4992844738293,NA,14.9146323700289,16.1069019399981,12.4635906663988,13.9961365425203,15.7582358820154,15.7589190416362,15.7600865798247,13.9165635173138,14.4419650607709,NA,15.6382550103102,16.6963224793042,16.479778611485,15.529506768491,14.6366163498959,15.2035218592293,-3.99445111939652e-20,0.999999999823309,1,1.87441251385262e-20,0.999999999909658,1
"P23246",7,8,9,9,9,10,9,8,8,8,8,12,8,6,9,7,10,11,10,7,16.0910453271926,16.1889958269758,16.2606857679879,16.4304047560575,17.4995639752349,17.6083684927742,17.7816486832708,18.0367496773757,15.963904444418,17.854206173028,18.4624106531952,16.8836855345193,16.9371628404022,16.1894734684021,17.1585669766179,17.7744017150744,16.9943807022858,17.2303191904973,17.2410971668898,17.588318772731,3.66068310582659e-20,0.999999999732445,1,3.51958560288195e-20,0.999999999729014,1
"Q9NUJ1",1,NA,2,NA,2,2,NA,3,NA,1,NA,4,NA,3,NA,NA,2,NA,NA,1,14.8724217415146,15.2166800428154,14.8601522521516,14.4356373628265,16.218103093863,16.4401847943099,15.2836674937238,16.7710453458971,14.9840121960894,15.7275555980729,16.655598791405,15.1457945126814,15.2891462677513,14.6520599156238,14.3259241936152,15.3201735620346,15.7646968159142,15.7775283870998,15.491408728316,15.6511067666424,-0.209126938441115,0.252697913095349,1,-0.28946534365826,0.110550316824783,0.657643981042385
"Q99715",18,NA,NA,NA,NA,NA,NA,26,36,21,39,NA,41,35,30,42,37,11,10,21,15.190300947427,15.2614067591629,15.1013162099246,13.9415555218939,15.3556496903721,NA,13.0082264965281,14.5938968567729,17.3744809364618,15.9747141562403,15.3410110210135,13.5709542191073,15.9930218048293,16.5805191885372,17.3670431270895,17.9056755607455,17.028194836879,17.6851582409269,16.7591543615031,15.8349018511649,-0.000394878008112673,0.978727551337663,1,2.97340635853795e-05,0.997850440527108,1
"Q86YB7",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12.5659259977852,12.7207596005283,NA,14.3434369666394,15.8273501200193,NA,NA,16.4373659542023,NA,NA,NA,NA,NA,NA,NA,NA,14.0678816482901,NA,NA,NA,1.74037803369175,0.000641782781692426,0.0663201693448285,0.273049711051803,0.426987989556312,1
"O00515",7,2,7,3,NA,11,5,14,3,4,6,5,NA,NA,NA,5,7,10,9,7,15.2625781048819,14.9637139586468,14.5071099858932,14.9758456071928,15.7614043965417,15.4417232014219,14.830338354937,15.5922886679921,NA,17.2447336177956,13.9983427512591,16.3523677154112,16.8188090267802,14.279208941657,16.0467039206392,14.4654667453869,14.0733340743936,15.8528117852775,15.9090801276086,16.5423431393205,-8.37291079884064e-11,0.999993289520583,1,-9.14916702059287e-11,0.999992257704297,1
"Q8N0U8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,14.892990665585,14.1489790682729,14.7621074423267,NA,15.8341330156883,NA,16.1898144000882,16.5014083686681,NA,16.2453586862658,16.2232266742573,15.7105584815469,15.9094937598813,15.1931689296307,16.4332947302212,15.9945236803492,NA,15.6178003732963,15.6991950324137,15.7166231125289,5.20506961079129e-20,0.999999999802754,1,6.32725091695096e-20,0.999999999737344,1
"Q9BQB6",1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,17.5136841375212,17.3816679325508,17.3785660911155,16.1156808381929,18.1151433538521,18.2211449526627,18.8846123460356,19.1693319885018,17.2791391559047,17.55680459557,19.2359050863161,16.8707861280261,17.5896778027982,16.3124656429332,16.9288334010765,18.1116175342794,17.386281596932,17.276986892935,18.4504019139276,17.3658786387512,-0.387473575509169,0.246754935636596,1,-0.613798361670858,0.0610345135956462,0.470788691948439
"O60831",2,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,15.899942197836,15.8870680102969,15.8730700175201,14.9474315431303,16.0738129142827,16.446985154328,17.2717755149218,16.7855735621547,16.0946198317169,17.3448992302381,17.4612559952767,16.3178560818472,17.0694308368875,16.8226938160001,16.7908097925304,17.0714743881948,16.95161873317,17.2414909277936,16.2615496324258,16.3088643528041,-0.283315999313115,0.205976540101657,1,-0.0833156922401682,0.690571921121401,1
"P01034",2,1,2,3,NA,1,3,2,1,1,1,2,1,NA,1,NA,1,1,3,1,16.5076298903118,16.4811656188962,16.5261971933928,15.886145059484,18.0279649096385,17.9772853614173,17.2204652361425,17.5606810181089,16.3402076994377,17.8762014475865,17.1247599787184,17.312035383536,18.1756206344525,16.1659704635884,16.5404850482732,16.6737979646685,18.1118939312182,16.7375429889796,16.7310000549509,18.3931746244272,-2.89880111343285e-19,0.999999999468314,1,-3.80884014442057e-19,0.999999999267666,1
"P23526",8,7,7,4,12,11,10,7,10,7,10,3,8,6,NA,5,7,6,11,8,15.6116753729614,15.6228917077882,15.8001869855283,15.4487214848658,16.6671529915884,15.2956506195642,16.5694288561125,16.2034697689558,14.2997760645945,16.7248207855476,17.6024992879287,16.6777062988714,15.9079514948576,16.3481422393701,16.5732600739533,17.2633273043052,15.9408719439231,16.0446003885667,15.487422014013,17.8712451765693,-0.50708704188125,0.148160339219158,0.904383288252951,-0.115977643737613,0.722449770017238,1
"Q13247",3,2,1,2,1,2,NA,NA,1,1,1,2,1,1,NA,1,1,1,1,1,16.4181439934294,16.4378207560596,16.7762212109576,16.5666780552976,17.3832944753662,17.6839211181771,17.3321590744825,17.8780819239856,15.3307035992007,16.4374483814422,18.0450458589857,16.9394222815876,16.403695010031,15.8510884680767,16.8164606168486,16.8326403697898,16.7525611112933,17.0167952917583,16.4363401170708,16.7508987159705,-0.47411021324516,0.131802162635348,0.857347721373203,-0.563787125958338,0.062531191819319,0.473032101200689
"P31948",6,4,12,8,7,6,16,7,10,6,7,8,9,5,2,4,5,6,7,7,14.0171592088841,14.3583932787739,14.4427737563134,13.6037053202267,15.6617774900378,15.047857049643,15.7000922781011,15.213642312589,13.6151812982724,15.214163991589,15.2476518527659,14.1596781911653,14.8297950225916,14.4211954359863,15.51490422321,15.5542417668016,14.4719344752313,14.8119123991612,13.9310110748756,15.812801708633,-3.02369515235485e-20,0.99999999973753,1,-2.82353607652693e-20,0.999999999745909,1
"P09914",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7246867408416,13.5453299334243,12.990193540814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1397220558274,NA,NA,15.2049169105731,NA,NA,NA,NA,NA,1.36259580053806,0.0282800403527836,0.311875465095356
"P14927",1,1,5,4,1,2,1,NA,1,NA,1,5,1,6,NA,NA,NA,3,3,1,13.4281352859959,14.1167981960894,14.0609407864118,14.4263594660567,16.8262473453671,16.7017087815257,14.5713756587678,17.372412953809,13.7814025102881,16.1730637688701,15.3171555549013,14.8140452903699,13.7206549734896,14.1666245886324,14.8256184439817,14.8028101928326,16.538198702762,14.5412150461002,14.4932713363402,15.958226672894,0.275221133039002,0.444433725557944,1,-0.016919329124327,0.961839395024854,1
"O15355",NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,1,NA,NA,3,NA,2,NA,1,13.5128169912907,14.0071786205654,13.8135396398353,13.0603526305085,14.6504199729178,NA,16.2464747555355,13.9203571847419,NA,15.0127509768452,14.6211385455349,14.6417530908982,14.4930562001576,13.2520716506601,14.913440742326,16.0549402548112,NA,15.369492065291,14.4793599734288,NA,-4.50979976521882e-20,0.999999999846237,1,-2.40917299364325e-20,0.999999999912073,1
"Q13586",NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,13.7950148601656,14.1819255561438,14.1081890093161,14.9373751953511,16.2079033048101,15.8976666347269,15.5410885337582,16.8169572833572,14.5565787915756,16.4039420729826,15.0242646659831,14.5907904024554,14.0320485128171,14.5300125059579,15.6591689822992,15.4371946684548,15.4536041617767,15.5275755323836,14.4086794997828,15.4432117480289,0.638020397566188,0.00868608327865426,0.250399545791282,0.000832936603929762,0.996865476621778,1
"P22061",3,2,3,NA,1,1,4,3,2,3,3,5,2,2,3,2,2,4,2,2,14.6270502124877,14.0302367755969,14.1061289882071,13.6322711457606,15.5080491026804,15.2638270607422,16.0824674601191,16.5234928780439,15.0386181896624,16.1714870805097,15.7069928603932,13.8957662467854,14.7329431738496,14.2850117236575,16.3852847453244,16.1745361423559,15.6881366730264,16.5106489552041,14.6265027701702,16.1599860469537,1.92436226165577e-20,0.999999999937805,1,1.03565484766736e-20,0.999999999964217,1
"P13798",5,7,12,4,5,9,8,9,NA,4,NA,4,5,3,NA,NA,NA,10,2,5,15.0587739072308,14.8851300193703,14.7516659677939,15.6472443807533,17.1423728916961,16.0882280876712,16.624898575482,16.3649970381947,14.5130430679293,17.1076576667074,17.278772574647,16.1998244518611,16.4165129070606,13.5623917508342,15.1097541494664,16.9062068316487,15.6404616189573,15.0479282795016,14.7549128998782,16.5177434424136,8.90739290162309e-21,0.999999999926832,1,-6.39987000990608e-21,0.999999999945635,1
"P32926",2,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,17,NA,NA,NA,3,13.8174107690261,13.7196391655542,13.4263919426905,13.722536645198,NA,NA,NA,NA,14.2180179051952,NA,NA,NA,NA,12.7559888023836,16.4956268069447,NA,NA,17.8539290412383,13.6776312663453,NA,-1.40404949039096e-17,0.999999998666135,1,9.65202052658077e-18,0.999999998009449,1
"P42357",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3907234318392,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0390872914189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48185784717723e-19,0.999999999572739,1
"P23786",NA,2,5,1,2,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,2,2,NA,14.6769962370318,14.7909778610537,14.5718166343692,15.4932456996987,16.7934182657793,16.2980609508109,16.082705718434,16.6124441425601,13.4742542641561,14.9872600264317,15.9396440526099,14.3058370322711,14.5812951074975,14.3159671492372,14.1820363312998,14.878708750999,16.3507318681245,14.3760826242044,14.8823642062948,15.7794622418634,0.15555452834675,0.658117687820963,1,-0.409041628407846,0.227199964088392,0.954620220431426
"Q9BRP8",NA,2,5,1,1,5,5,NA,NA,2,1,2,2,1,NA,2,2,4,1,NA,14.8251337039014,14.8039216865402,15.7436219688911,14.8712170959604,16.7715396494955,16.1600514212266,16.9513485159437,16.5945778151728,13.8850847474145,16.6551296749921,16.2197496807876,15.7308218544016,15.2527872600817,15.3153654915941,14.6935384143589,17.0331118470488,15.3021479202639,16.2648917517677,15.7689280636072,16.1861158391919,-8.77556505471124e-19,0.999999999578308,1,-5.60569614843715e-18,0.999999997224748,1
"Q03252",10,11,24,22,9,7,8,8,9,13,6,24,11,5,7,5,8,16,5,12,15.6789380709461,16.1209195959259,16.1230465710345,16.0063672500205,18.3219242918867,18.2167813403489,16.2101065906942,18.811541696958,16.0969494403717,17.8492503197951,17.2256703060632,15.7120235871191,15.9487736709236,15.1823140380205,16.4835618229396,17.2551042530116,16.5401616097625,16.8493038889906,16.2691758478765,16.5649207089916,0.316824122010247,0.269735299632353,1,-0.610097005439669,0.0265761089528168,0.299090144198503
"O43678",2,2,2,2,NA,1,1,NA,NA,1,NA,2,NA,1,1,NA,NA,3,NA,2,15.9874860598329,16.3642810531401,15.9208200684184,17.2313611462077,18.8080096615491,18.7133098341367,16.5761677749106,19.2122443065864,16.1790799069342,17.9631043712544,17.8972865838776,15.6378229802984,14.7157886206316,13.9439877764964,16.7572096464932,16.4729226119395,16.5297757078392,16.685125942236,15.4806721796445,16.5061830567601,0.657338900228707,0.2174920531114,1,-0.98610612583719,0.0618989016092901,0.471832562496122
"Q9Y2Z0",NA,NA,3,1,2,2,2,4,NA,NA,4,NA,1,NA,NA,2,2,2,3,NA,12.2988784994992,NA,NA,NA,15.2889522343499,13.9574655300396,13.0417474128811,13.2854727247467,12.0763432766403,15.200905966663,16.1196771028916,14.278449588141,15.286020002509,12.3702665582253,15.6831280280215,15.4883607341762,14.3180972712854,15.5816100160511,13.9517444142467,15.5040645367674,0.188996032027581,0.823885770066185,1,1.10937586488433,0.194882215576406,0.875853623523421
"Q9Y230",4,3,4,1,9,7,9,11,8,6,3,3,5,1,NA,5,6,4,3,6,15.2507944921073,15.0815655280227,15.167282540641,14.9688912666629,16.0612101037347,16.0826487879265,16.4035818706415,16.3106270327784,14.2229658736629,15.973252016995,16.8080280161852,15.4847818065876,15.9353456901184,15.8066452676532,15.1067383004349,16.1529434620702,14.8896465937416,16.2887841334908,15.7659756487378,16.1881681841197,-3.62535395205898e-20,0.999999999682016,1,-2.31704089087336e-20,0.99999999978326,1
"Q96AQ6",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,NA,1,15.2903188150287,14.7504539141673,15.5682809088593,NA,16.7644100119382,NA,16.5965414218012,16.8168965252118,14.9633326031397,16.6837885484112,16.8237923353468,15.7974704385419,15.6666012357898,14.5064422167998,NA,17.5722075135842,16.5409984216876,NA,16.6527929046887,15.8428483675703,-1.18827991419892e-20,0.99999999996613,1,-3.20170031833301e-21,0.999999999990468,1
"P46940",18,22,36,25,14,20,22,24,28,14,19,33,15,13,14,18,17,26,23,15,14.8802751080239,15.365809397544,15.1220253601681,15.7784681364844,17.6658033264662,17.2473214644103,16.0629821604854,17.8139598602732,15.0864001186133,17.312520999492,16.8260132419868,15.4960382483268,16.0775476205186,16.1527687810806,16.2886521784697,16.3271673844324,16.070681385924,16.4477189967401,16.1602961406462,17.1291754855329,0.357132260088852,0.150969746411955,0.912095916595391,0.0915779099467513,0.69999831935223,1
"O60832",1,3,3,4,NA,5,NA,1,NA,NA,NA,5,1,NA,NA,1,NA,2,1,1,13.2110937381931,13.2886465919093,13.5278074564346,13.9748642064343,14.7045750525427,14.8072963594872,13.9424296300759,15.8457670564282,NA,14.8565374122774,14.9835925397576,14.9823312332238,14.2723970624065,13.5767203521123,13.6854491987028,15.1179074300119,14.3215226045617,13.8811601823962,14.4152478636993,14.8780530181894,8.70768713128697e-20,0.999999999706675,1,3.92021821952426e-20,0.999999999860801,1
"Q9H5X1",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5003176771163,NA,13.9749157918287,14.2920764576128,14.4408111887013,NA,15.3020995638195,NA,NA,14.895522557495,NA,NA,NA,15.3919900694053,15.2722095652715,15.5358809207059,NA,NA,NA,16.2288619377516,0.0347662822504512,0.92550605227626,1,0.486580429293628,0.202502939172087,0.892573147618863
"P54868",10,6,13,14,1,NA,16,2,NA,9,NA,9,NA,20,1,NA,NA,11,16,10,15.2548476204794,14.9607197809205,15.2735734217452,14.9827478447494,16.847712995559,17.4578762874259,17.5844397597175,16.7140236210046,12.367380267731,16.4678540234584,14.4640344042627,11.6437137993469,12.116389580025,NA,NA,NA,18.3663383609698,NA,10.4873830495855,18.3342012792166,0.0228964025383796,0.971128799164647,1,-0.405230456299964,0.560691099276648,1
"Q9UQE7",NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,13.7671330155766,14.3823727382205,14.035671283313,14.1086300006235,16.0666314548804,15.6165207383741,15.8261867588756,16.5675327211264,NA,14.6206121376733,16.6030376622463,13.7998656023521,NA,14.2481441027522,14.8519368348977,14.699511254521,14.3299185257496,16.5594263020696,14.4181357567113,15.2771964054429,0.0434473545159118,0.81498898651862,1,-0.0284844038022413,0.872725774393478,1
"P46108",2,4,2,2,1,3,2,NA,1,3,3,1,2,2,2,2,2,5,2,3,13.0590074457873,13.658444907649,13.6225713624112,14.346543896124,15.9329244260141,15.6964673344735,15.0872983242036,15.8779944384423,14.7188728019337,16.6558613512945,16.6110335311645,15.0088374010649,14.6915546578279,14.286586101552,15.6363824717035,15.9413560080264,15.5040704331129,15.8788035241376,15.3466624226503,15.2187195066489,0.570147120712762,0.00137775123578037,0.0991013733228539,0.498421538844153,0.00306614246847691,0.0946025530161529
"P00751",5,5,3,8,NA,3,NA,4,3,5,6,8,6,9,9,4,4,6,3,6,14.9962467031822,15.104610233633,15.3099463403235,15.0887168278695,15.3260467624614,16.7251912184826,13.7821589164921,17.2306476644084,16.8056121891157,16.3036073940222,16.0589845610321,14.517681909079,15.1996263626859,14.8974445123533,16.5441951900096,16.982105171145,17.4233548254198,16.2607570602734,16.4226238877126,15.8453943230743,-1.16053071457553e-19,0.999999999726639,1,-5.76318184928068e-20,0.999999999857238,1
"P54727",NA,7,4,NA,5,5,7,1,4,4,4,2,7,NA,NA,2,2,NA,2,2,14.4727570338626,14.7735915609861,14.9931584313898,14.8028375976996,16.1652912244793,15.2012040878198,16.642172843589,15.9120283212063,13.9427418926355,15.3107575397278,15.9640389073998,15.1025453282718,14.5631239738594,14.327184714841,15.5947133878734,16.9609925504532,14.2031101804763,16.144346248331,14.8268619057524,16.2476248644784,-4.35440781495827e-20,0.999999999773116,1,-4.83212396420863e-20,0.999999999731359,1
