"protein_group","number_of_peptides_control_1","number_of_peptides_cystitis_1","number_of_peptides_cystitis_2","number_of_peptides_cystitis_3","number_of_peptides_high grade_1","number_of_peptides_high grade_2","number_of_peptides_cystitis_4","number_of_peptides_high grade_3","number_of_peptides_high grade_4","number_of_peptides_control_2","number_of_peptides_high grade_5","number_of_peptides_cystitis_5","number_of_peptides_high grade_6","number_of_peptides_high grade_7","number_of_peptides_cystitis_6","number_of_peptides_high grade_8","number_of_peptides_high grade_9","number_of_peptides_cystitis_7","number_of_peptides_high grade_10","number_of_peptides_control_3","abundance_control_1","abundance_control_2","abundance_control_3","abundance_cystitis_1","abundance_cystitis_2","abundance_cystitis_3","abundance_cystitis_4","abundance_cystitis_5","abundance_cystitis_6","abundance_cystitis_7","abundance_high grade_1","abundance_high grade_2","abundance_high grade_3","abundance_high grade_4","abundance_high grade_5","abundance_high grade_6","abundance_high grade_7","abundance_high grade_8","abundance_high grade_9","abundance_high grade_10","log_fold_change_genotypecystitis.genotypecontrol.","differential_abundance_pvalue_genotypecystitis.genotypecontrol.","differential_abundance_qvalue_genotypecystitis.genotypecontrol.","log_fold_change_genotypehigh.grade.genotypecontrol.","differential_abundance_pvalue_genotypehigh.grade.genotypecontrol.","differential_abundance_qvalue_genotypehigh.grade.genotypecontrol."
"Q9Y2T3",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,14.8245587223319,NA,NA,15.3455172521437,NA,16.4822688805742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02747",2,1,1,2,NA,NA,NA,1,4,1,5,1,2,3,3,4,4,2,NA,1,15.7729438557105,15.7817141101516,15.6062054938008,15.1704100909532,15.0384264858059,16.8449087320336,NA,16.3403197455052,17.2813377747176,16.9758546495787,16.3347642510389,13.9096005172396,15.2893544633472,16.9904326561071,17.7247253750069,17.3471793690199,16.8407960491212,17.662794864094,17.7060432827251,16.0100653349375,-1.3788480639811e-20,0.999999999902391,1,-5.27809233339829e-21,0.999999999958057,1
"P29083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,12.9303653591489,NA,NA,NA,15.5215574448243,NA,NA,14.591309205045,NA,14.0902041472551,NA,NA,14.3233404794085,15.6035869296041,14.0188737179247,15.1645862072469,NA,NA,9.52382160646531e-19,0.999999998874231,1,6.86732431020385e-19,0.999999999092429,1
"Q6P5R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6864958999377,NA,NA,NA,NA,14.7280323016864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NCQ5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,16.0044591411551,16.1447210379419,15.87097091194,NA,NA,NA,NA,NA,NA,18.053578572293,NA,NA,NA,17.843396523481,NA,NA,18.2915441176998,16.3469390363991,18.4028401713426,-1.90334807645689e-19,0.999999999772872,1,2.54706902813352e-19,0.999999999544085,1
"Q8N766",NA,NA,NA,NA,2,2,1,3,2,NA,2,NA,3,NA,NA,4,4,1,NA,NA,13.2958407673344,13.6526137975004,12.8545016059399,13.1504926736203,15.0563708696064,15.5650621871838,14.8951159777529,15.6241329887317,12.9376458664289,14.5982655696925,17.0823155320802,14.3479399005028,14.2220887116857,14.5344218381043,15.6968878338483,15.829178812592,15.1522635363141,15.0245583148353,15.4951552806777,14.7742498156591,0.250536616037903,0.435436079596366,1,0.681657947594359,0.0313630727295968,0.32997317132365
"Q92769",NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,11.7683350633229,NA,NA,12.3081948684839,14.5160710885106,13.6374444711671,NA,14.349648942502,NA,14.9046060439473,NA,12.7947777877178,12.3567156570945,NA,14.7810867709719,15.6150593476627,NA,15.2146228128567,13.2102610630134,NA,0.0605812299071373,0.747006588558859,1,0.0750325329956582,0.689853268151466,1
"Q13547",NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,12.753157853235,NA,NA,12.8096658873986,15.3637870749151,NA,14.0880725473944,15.454992662332,NA,16.1608799874712,15.2350661423685,14.084482806598,13.7093883682686,14.0116711382142,15.3428005669511,15.7871874521222,14.2953927838365,15.5776068541837,14.7086150910214,15.3618289718809,0.255033169989039,0.410247060361213,1,0.301571930493204,0.317637153644865,1
"P62826",7,6,7,5,5,8,9,6,8,7,7,5,6,4,5,7,7,7,8,6,16.1962938464475,16.5607140625029,16.4284596483832,16.2586285899884,17.3715878681957,16.8214671423133,17.9431212124929,17.3847530530722,15.5289322673345,17.4203606925103,17.5508090667517,16.9146243122825,16.4374943324189,16.8751529322948,17.1798764291763,17.6149395862085,16.281775037427,17.7696983564037,16.8566031419782,17.7453841305929,-5.46173248358324e-10,0.999960641794997,1,-3.38737939657999e-10,0.99997397879737,1
"Q9HDC9",4,4,6,5,4,7,8,8,7,6,5,7,5,5,4,6,7,6,5,4,15.9848804381041,15.884786096014,15.9901769270775,15.3680665331131,17.3400181574691,17.2325069442225,16.8274892330943,18.0644145864527,15.6722835497551,17.142494467738,17.335141763035,16.7354568272295,17.162782913421,16.6827470489518,16.6154058926456,16.5811589104936,17.0973704229766,16.8417866180892,16.8477536118047,17.7416996765399,-2.07783900400249e-20,0.999999999827847,1,-4.43466384391555e-21,0.999999999961463,1
"Q9UBS4",NA,NA,1,NA,2,2,3,3,3,2,2,NA,NA,NA,NA,3,3,2,NA,2,14.3539741935097,14.5614481610861,14.5808339189695,NA,NA,NA,16.1027883954996,15.8040105008559,NA,15.9927228723097,17.2389381319098,15.0337019268042,15.6877377473224,15.4711090804318,15.0369291377774,16.5489177734685,NA,16.3884831890037,16.1041040570704,NA,0.0323702371178866,0.892520413569281,1,0.342049460650358,0.104935437925816,0.639165418998919
"P15309",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1998564551403,NA,NA,NA,NA,20.0855353215202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P28062",2,2,1,1,2,1,2,2,3,3,3,3,NA,1,2,2,3,2,2,3,15.9222339672099,15.8207800154858,15.9353604290967,16.6086936637897,16.8331999521923,17.2162919606211,16.9155142594027,17.4270904107314,16.0606161059709,17.1247240930319,17.3198608047068,14.463541501927,15.6910814305318,16.3915745121698,17.4685451270694,16.0287221590389,16.0315847434684,16.3159025628402,16.1491496402684,16.4012656480357,-0.00585053396007009,0.985086828596438,1,-0.464695864916464,0.12536398735363,0.705429322280878
"P08575",NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,1,NA,NA,2,1,NA,NA,NA,1,13.5787418554773,12.7138522377369,13.6987592001363,13.5614753997,14.163654129303,NA,NA,15.2217791268166,15.6815449479919,NA,NA,NA,NA,15.1928371963523,15.9294369656321,NA,NA,15.7050182211699,14.2579074933172,NA,0.233250170579607,0.591647070669094,1,0.609188190926944,0.161800765734535,0.798135015242432
"P31150",3,1,3,2,2,3,7,4,3,2,2,3,3,1,1,2,3,2,3,2,14.928340534205,15.2037000218345,14.5701744431436,14.9884557528727,16.3082873136992,15.3842018604522,16.672730638738,16.7067683947968,14.9046205603567,16.4857322209322,16.5485149717454,15.2835360451244,15.6933181747366,15.8787293559465,15.642974088059,16.878749517462,15.9036221729319,16.3548790461658,15.9678286208966,16.4128210109432,2.42872194307558e-21,0.999999999982031,1,1.36146960831431e-20,0.999999999892956,1
"Q92890",NA,1,NA,NA,2,NA,3,NA,1,1,1,NA,NA,NA,NA,2,1,1,NA,NA,15.0643820031411,15.0379346977548,14.8408051224793,15.3509298978508,16.5408071227159,16.2228296320423,16.4911760027135,16.0271528489284,15.3926094111629,16.7276804936988,17.2200872944642,15.3701986168464,15.1936229107774,15.9651172658633,16.5003332911362,16.4629269782558,15.4287314003327,16.994629246962,16.5228750470563,16.468892348742,3.11915516978562e-20,0.99999999989623,1,9.03320586144766e-20,0.999999999689621,1
"Q92878",3,4,8,4,NA,2,7,2,1,NA,NA,6,2,3,NA,NA,2,6,4,4,14.1674120902896,14.1463436133711,13.7715994242264,14.0602252680939,15.7707268392013,15.7761103329142,15.6987381541307,16.3026583201478,13.9890277740938,16.3490298453438,16.145003394492,14.6144388709812,14.5422408265352,13.2834227401885,14.8437716496565,15.7709475479008,15.1978312583558,14.9822877166928,14.6246796707178,15.4335759709923,0.343578980393945,0.0209089512293671,0.382294743423427,-0.0519883772905635,0.71641529731273,1
"Q9NXG2",1,1,1,NA,1,1,3,NA,NA,1,NA,2,2,NA,NA,NA,NA,1,NA,2,13.1879598786996,13.6495274404115,13.3486246186703,13.8541543033382,15.055509895951,NA,15.7452725539978,14.9909485206106,NA,15.2500027656497,16.576730856884,14.1809441348852,13.4315893569525,NA,NA,15.639799076645,NA,NA,13.8481932641166,NA,2.58099627024562e-20,0.999999999853988,1,4.2870947892574e-21,0.99999999997454,1
"O43598",NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4843335459383,NA,12.6441312269868,15.2993151910591,NA,15.5261731430074,14.6945774080284,NA,15.2333870301991,16.3621902011494,15.4812102960003,14.0715144967511,14.9513405464395,15.344969039463,15.0061306735078,15.1026802049025,15.8445267361819,14.555767473848,15.3694310799872,-6.98760687766873e-11,0.99999334503653,1,-2.59802464615106e-11,0.999997478000305,1
"P55265",NA,2,1,1,NA,3,3,NA,NA,NA,NA,NA,4,NA,NA,1,5,4,NA,2,NA,13.0643025758085,13.2333098362505,14.0329565023679,15.7628866425189,15.6441727295347,14.7817525435181,15.6182838476615,14.2506958094971,15.5783680361504,15.4267812306994,14.7098648998731,14.4347783541445,14.7393854552456,15.0987691844947,16.4193150168335,NA,15.8025647146562,15.5942625545019,15.6272579553712,0.896196224916605,0.00878010191942536,0.250399545791282,1.15115345487921,0.000950074810808571,0.0474346441905516
"O95292",2,2,3,3,NA,5,5,4,3,2,NA,3,NA,2,NA,NA,3,3,5,NA,15.5724677422225,15.7611645017858,15.8242786722567,15.9073998530637,17.1979504906058,17.0881663620367,17.2331246052815,17.2615095243109,14.9796513194621,16.841025557304,17.0525983053777,16.2990643690729,16.4380898479367,15.1702784064537,16.388886522203,16.7267808682996,16.1770540610878,16.1275484364562,15.9229840543174,17.6124387831858,-6.49193322864601e-12,0.999997916969857,1,-1.84557809586159e-11,0.999993792263971,1
"P62829",5,5,5,5,6,5,5,5,6,5,5,6,5,5,4,6,5,5,5,5,15.7339034870131,15.4648686931143,15.7102558167115,15.9289534407356,17.8134876314688,18.1344208392402,17.4399549883102,17.9389859080264,14.72799539211,17.7628441028939,18.6270053260339,17.1938418415295,16.9725400392668,16.040062491907,17.4161187540945,18.3023233010546,17.2983418841742,17.6447714332291,16.9433916360346,17.6532535943937,0.367773232562093,0.0745597433524435,0.674835068525485,0.473355630428758,0.0163570275274146,0.236402092580424
"P33176",3,2,6,1,6,6,9,4,NA,2,2,5,5,NA,NA,5,7,5,5,2,14.4442137235977,14.6326838548357,14.5846152974099,14.6881203377234,15.4996193259815,15.6123162657676,15.6828637211246,15.5602663903295,15.895163854181,16.0698523532707,15.7496718381915,15.1304009872611,14.9089788995924,14.4619216363628,15.7691199614279,16.2458025135306,15.3086046370431,15.5693223274425,15.1691847637016,15.8630360385491,-1.26249098295619e-10,0.999988114428273,1,-3.19965190829548e-10,0.999968279550591,1
"O95373",NA,NA,NA,NA,NA,1,5,2,1,NA,2,NA,1,1,NA,2,1,1,2,NA,11.2120284948527,12.1820116831341,12.2969949489936,12.2215075156291,14.3334246828038,NA,15.599228283328,14.6887798356241,12.4013904480418,14.2559607189376,15.0269550928879,14.3672030755412,13.7633452969398,13.286529728556,16.4138435849236,15.8650055950894,13.9959522898938,15.2315238573883,12.9958924349951,14.3554013512274,0.75430897724079,0.152324653324702,0.913947919948212,1.1944642756293,0.023408317697912,0.281186790991936
"Q5JTV8",5,2,6,5,2,3,6,2,4,3,NA,6,1,NA,NA,5,5,4,3,5,14.9834119136432,15.0296495503924,14.7415266358235,15.3646781478936,16.5878928096281,16.9596810869184,15.60227309322,17.1648182157271,15.7088672072669,16.9089217660551,15.9941825196761,15.7567146761512,15.2902372493125,15.2851781396739,15.6630481491838,16.4141263082731,15.224802700741,16.0416889458147,15.8509073582066,16.4904958881108,0.225717139472215,0.144069409857165,0.895209187187155,-0.0727177242616475,0.629527448560992,1
"P42226",NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,13.8686152571949,NA,13.4825307851297,13.3892055791167,15.9988901078074,NA,15.0599746124943,16.09092790219,14.4727502024143,16.0992529339163,NA,15.3003570294153,14.3168694040453,14.5614204608256,NA,NA,NA,NA,NA,15.8917509905911,1.71370231869299e-19,0.999999999492285,1,1.84998492674235e-19,0.999999999465118,1
"P61006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12.0701046361677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5885484761265,NA,NA,NA,NA,NA,NA,NA,NA
"Q5K651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8503812279809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.108084592704,NA,NA,14.8538759226069,NA,NA,NA,NA,NA,NA,NA,NA
"A6NHR9",NA,NA,NA,NA,NA,4,5,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4078789379854,NA,NA,13.2619672745399,NA,NA,13.2127615911082,14.586179996649,13.0169736790342,NA,12.7329516588114,13.7332836717659,14.677413889188,NA,13.902055361689,NA,12.5809078948907,NA,NA,NA,NA,NA,NA
"P61619",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12.028323672484,NA,NA,12.1194223061854,NA,13.793497515764,NA,13.399166578057,NA,13.0019490757571,16.1808695915805,11.8057731670971,NA,NA,12.5836019938516,14.3800524914794,11.8648805529873,12.6533724325132,12.44501560805,NA,-1.9180982758588e-19,0.999999999779773,1,-3.65157734112662e-19,0.999999999561532,1
"P04433",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4490802842276,NA,NA,12.7269692691107,14.4816228945257,15.4346230868084,NA,NA,NA,NA,NA,NA,12.932969982725,NA,15.3343386002095,14.9282966409238,NA,13.0725851523592,NA,NA,4.67957486496185e-19,0.999999999472367,1,3.17272138565228e-19,0.999999999642268,1
"O00139",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5414045685493,NA,13.6819300041976,14.9753694083553,15.1809380897896,15.9832086425718,15.1021628654683,15.8686205744658,NA,15.5946754175886,NA,NA,13.7087597435288,13.8646098004556,14.8369456555234,15.2308291877706,14.8804984648475,NA,NA,14.6939575237573,0.569235570174827,0.00550896726820023,0.200129098515423,-0.046034964348911,0.791190031142943,1
"P11908",NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,13.8661317406794,13.5197393360824,13.5812661197001,NA,15.5358936718111,15.2294332505294,16.3941223194945,15.7102445862584,NA,15.7581101917954,16.2864241094747,14.9323412887031,15.8897559297568,14.6058595758787,NA,16.9150469542808,14.6678346298935,15.0216651401996,14.877227158733,15.2011869800592,0.3276050286072,0.296628571807293,1,0.334522052756864,0.246229300562013,1
"O43684",4,5,2,2,4,5,8,5,3,4,3,3,4,2,1,5,5,4,4,4,15.8264429517519,16.1270184688982,16.2059262599307,15.9367678374089,16.8245052793535,16.6793936217496,17.3588827938127,17.1355788945421,14.7712580812427,17.0181010088865,17.0501541795504,16.3002952847698,16.1584560670676,15.8954869946672,16.5614251791065,17.0717552574891,16.1804958650675,17.4430594928572,16.6398541627164,17.0095999182801,-0.209917700917675,0.283457520983991,1,-0.160574060605694,0.389802552837392,1
"Q9NUQ8",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1964366525894,NA,NA,13.8168331626094,NA,13.1281316623876,12.8303623010149,NA,NA,NA,NA,14.1617217821028,14.3372558841717,NA,NA,NA,NA,NA,NA,NA
"O15160",2,2,2,NA,NA,2,3,2,2,NA,1,NA,3,1,NA,2,2,1,1,1,14.0563114482757,14.6253841772621,15.1923614353782,14.3511439133236,15.7794366548605,15.2758439473,16.0071227265477,15.544450543326,NA,15.5049784471048,15.7704312128827,15.5660749263833,14.9754584637665,14.9780332475348,15.3759304107288,16.8687235722549,14.7911171839188,15.4770823925374,15.6884321557358,15.7888672196837,-1.69603579342413e-19,0.999999999531697,1,2.7720164881785e-21,0.999999999991967,1
"Q15642",NA,NA,1,NA,NA,2,1,2,2,NA,2,NA,2,2,NA,2,2,2,2,NA,12.0401615201955,11.1245738609121,NA,11.9516663990467,14.4249159505047,14.3769114564827,12.6858692497476,14.3321709410654,12.5075708524787,15.5808687171539,13.721721063668,14.2393048652597,14.6537791988541,13.5935922799412,14.7938019734789,15.4090430096377,14.156343037991,15.3449022218392,13.9379240555839,14.3918071644174,0.867327092625684,0.228106849159719,1,1.43518145187884,0.04620012366299,0.411094883943559
"P04844",6,5,11,10,9,10,9,9,5,7,6,8,7,7,4,7,7,7,7,7,15.1439557738558,15.537593392336,15.7084566030189,15.6217474181212,17.3089837554356,17.030997087351,17.240966215774,17.8297721277186,15.5561241018993,17.1815224809293,17.5026382260571,15.9964728424318,16.6755671507185,15.4715597682583,16.7830902373094,17.7098109752126,16.3881753234236,16.9578644948863,16.2885828209629,16.7655439922644,3.65455239132271e-09,0.999904525951709,1,8.8063307452773e-10,0.999975997353759,1
"P35527",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0403468762778,12.7614378462882,NA,NA,NA,NA,NA,NA,NA,NA,17.0100994831302,NA,NA,NA,NA,NA,13.835123433361,NA,NA,NA,NA,NA,NA,8.55387039667636e-20,0.999999999829766,1
"P13647",31,15,6,6,29,7,7,19,29,30,39,8,6,13,5,48,11,20,14,30,15.1303167872823,15.298254583203,15.3350755067534,14.3530886052973,12.7228920823028,13.4100474610695,11.7246279738496,14.8115876134466,11.0565084135507,17.6508210833806,18.1465875326025,12.2693169691591,16.2065918061693,15.7605288311386,17.5920533015679,14.1713805214909,14.6023778415669,18.8375684747608,13.6781952032102,14.7553622032606,-1.7700783425163,0.0588361143051102,0.610002012680568,-0.437602243171332,0.606119904827859,1
"P02462",NA,NA,NA,NA,NA,6,NA,3,3,NA,2,NA,4,4,NA,NA,NA,2,NA,NA,14.6293083093014,13.8414012685135,13.9822051258738,NA,NA,15.4393273326253,14.6865769196526,15.0221612704141,14.7790616996261,17.5819595164956,16.6452687421082,15.5743706975411,15.8310810551887,15.3151465646019,17.1903477567381,18.9907494485655,16.2070462189316,16.2877279480487,14.8205974614569,15.0025897044309,1.07232718579584e-05,0.997684783148704,1,2.01750551170912e-05,0.995356601347521,1
"Q5T749",2,4,NA,NA,6,NA,NA,NA,4,3,NA,NA,NA,5,NA,NA,NA,NA,8,2,15.3148598635217,15.4480365677004,15.6014323151057,14.5426666323859,NA,NA,13.2188726082526,NA,13.8244178016372,17.1241067255672,17.6985413158268,15.0134842864298,NA,16.3999694498883,14.9696806627323,16.1607341545075,16.8492362903138,16.4890352106807,15.3265860848991,17.1640521216223,-0.894844155318354,0.101940611610079,0.753692062887633,-0.150266027341576,0.717866056509128,1
"Q14847",5,3,4,2,1,5,6,5,6,3,4,4,4,3,4,4,5,5,1,4,16.4532859184281,16.5656763881234,16.329406128485,16.4855874231147,17.8181775252565,16.5455667683696,18.532074128516,17.3399571315444,16.4605760754767,18.2256340522799,16.7069428963063,16.7714794130566,17.911169903014,16.3639177385076,17.146923348492,18.2588887645227,16.736060690289,17.9999254925306,17.4169023034246,17.2214550013279,-2.69484247617637e-12,0.999999063338915,1,-7.83618459924301e-12,0.99999711148056,1
"P18031",1,3,NA,NA,NA,NA,1,1,3,NA,2,NA,NA,NA,NA,1,2,NA,1,1,13.9724269168361,13.9401667674525,14.2906002468427,14.0219363497038,14.5723809641619,13.1335399297033,14.2931794380713,14.771290439029,14.1679090870586,14.7632636508925,16.1933227721395,13.961753169047,15.0719085515559,15.646381874974,15.8938992922698,15.0902197966917,14.829512753269,15.5662064471087,14.9177960619315,15.6286489106776,-0.73691437654392,0.0169227667923095,0.341738857761117,0.0268176973343793,0.92186417164748,1
"P01871",4,3,1,4,4,NA,NA,4,2,5,12,NA,2,3,6,3,4,3,NA,4,14.4778010626372,14.5250628524995,14.7438114961898,13.4378707340003,13.5363653261129,15.8698832684041,12.744717159112,13.2812057891742,16.1805546216471,14.8611838946518,14.8598420618947,10.2962954469564,14.5363308318866,13.0186035863122,18.0702289640522,14.5680982947305,15.6315192740234,15.9290132571949,15.6474682603108,14.1217354821327,-1.22890850889198e-20,0.999999999910872,1,-7.69286698455916e-21,0.999999999941373,1
"Q6IQ22",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8999789014527,NA,NA,NA,16.0842177063848,NA,NA,NA,NA,NA,NA,14.233695020028,NA,NA,15.5871349584765,15.5033695450423,14.6851631957459,NA,0.303223041994939,0.584324014993287,1,-0.562315066794772,0.230355298796834,0.957785218606365
"Q9NP72",4,4,4,4,4,3,6,3,3,3,3,4,3,2,2,2,5,1,1,3,15.6453665912176,15.9403795045329,15.8320145588294,15.8357978967705,17.3221747556737,16.6478450004199,17.4234085510488,17.3269082920423,15.3156737802127,16.678050102421,17.9059042345763,15.7059915165044,16.1623942366068,16.1506218723312,16.5763213591178,17.3744485981362,16.2014880345564,16.730235101748,16.9261453220821,16.7110298024312,-5.83187471956764e-19,0.999999999272047,1,-1.05396381628064e-18,0.99999999858732,1
"Q13557",NA,1,4,1,NA,3,2,2,1,NA,NA,4,2,NA,NA,2,3,1,NA,NA,13.9850325099833,13.9802388290254,14.1094521895121,14.7709752607252,16.5424979848173,15.8148430334518,15.0830702687332,16.8814869580412,14.4427608873054,15.4595170957528,15.9167633078467,15.7345122748104,14.7109734273734,14.3138403912698,15.638566906762,16.0733680821788,15.548085481977,16.3710188222308,16.1206858406795,15.2194755023231,6.77056286222738e-20,0.999999999646131,1,6.79902899457615e-20,0.999999999633379,1
"Q9HCE6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,12.9337927799748,14.8101082235122,NA,13.5313727395737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7656675590459,NA,NA,NA,NA,NA,NA
"P39059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,14.6155818319281,15.0818898721236,14.8055732441366,NA,NA,16.114058682498,NA,16.1778690656506,17.1852124068621,16.8333226072776,16.764562177373,14.0578688079795,NA,14.633123450536,15.8723214030486,16.2499163655493,15.8909656928625,NA,NA,NA,0.267934753238157,0.466684724872603,1,-0.134708733645571,0.693673766274362,1
"Q16719",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3416212616956,NA,NA,NA,13.1849075660373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y3A6",NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,14.4497125907526,14.8567937196847,14.8099002053404,15.1269882809087,17.1036779098792,16.4758672923779,17.7146488899829,17.8857371948257,15.0550272061894,17.1606884054043,16.9031782443245,16.2298608865546,16.4689159406462,15.8291710672477,16.9515224886607,16.8633713575406,16.5210144546971,16.3385075504972,16.3126001231852,16.8817713062248,0.618734698813779,0.0278124188649387,0.432531065796116,0.567371301483269,0.0312434051501726,0.32997317132365
"Q9Y697",NA,1,3,NA,NA,NA,NA,2,NA,NA,NA,4,NA,1,NA,1,2,NA,3,NA,14.3366080949182,14.3206766733129,NA,14.9712370081956,16.430192396595,15.1682046702687,13.8479700555636,17.2197933567457,NA,15.9715913093926,16.3132352341886,14.4405932398094,15.3083408318801,NA,NA,16.2176256047236,16.1437064025336,16.1808807637143,15.5573747689194,16.4573525749988,1.94778555362435e-08,0.999844551627092,1,1.8253086345723e-08,0.999850898146656,1
"P02461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,15.705297935757,16.0872338463652,15.8283242176606,NA,NA,NA,NA,NA,15.252939569763,NA,NA,NA,17.025106460047,16.0653928754227,NA,17.4260009491939,NA,17.6356492694749,17.0574337242962,17.0771316898434,-0.981899655792516,0.00356174096548672,0.15301864359704,0.0238745821629762,0.895832538752295,1
"P49770",NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,12.859713374734,13.2038852742602,12.6753490632148,13.5606829047006,NA,14.7053632668784,14.5660577923117,12.4581245546167,NA,14.9297319317485,12.8686911656244,13.0021863344689,13.8130582488178,15.1528643284124,NA,14.0652505991817,14.9867757578806,14.5326689606217,15.0719422690447,-0.104431154792628,0.717359707019428,1,0.104604836946651,0.698093180537874,1
"P11717",4,NA,NA,NA,7,NA,7,NA,NA,NA,7,NA,3,NA,NA,3,NA,NA,NA,5,14.5439445714262,14.7923589771441,14.7500518857763,13.9715731913515,NA,16.0049259663166,16.0816179515629,15.5869565940711,NA,15.0805374466196,16.6820347976078,14.1844355399693,15.1312330469715,14.8434616889929,16.2558573953729,16.0514681007164,15.1076417866913,15.5798645098281,14.930628854551,15.0895849994702,-1.0458286619767e-16,0.999999984798572,1,-6.21028075848199e-17,0.999999990372561,1
"P55010",4,5,4,3,2,5,4,3,5,4,5,3,3,NA,NA,4,3,3,4,4,15.7122227086203,15.9883760767064,15.996390768164,16.2540377352757,17.5070068056423,17.0336399604116,17.2162117255584,17.1174433902762,15.2894272112418,17.2921126518168,17.2654848784956,16.5957488830604,16.9835836017412,16.5947342648271,17.5968606748801,17.4277784823747,16.1334127176643,17.4085998578151,15.8094594182885,17.1964103714141,-1.43790109619091e-20,0.999999999895854,1,-1.91557051512621e-21,0.999999999985449,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9897703526764,NA,NA,NA,NA,NA,15.3784278917319,NA,NA,NA,NA,NA,NA,NA
